SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
194,7,9,Bharuch,Jhagadia,Dholi,SG,UG,124,136,132.95,14.17,12.56,1.61,9.26,7.65,1.61,65.35%,0,165,NIL,0,0,0
195,9,11,Bharuch,Netrang,Baldeva,SG,UG,131.35,141.5,133,8.15,7.84,0.31,0.61,0.30,0.31,7.48%,9,119,NIL,0,0,0
196,10,12,Bharuch,Netrang,Pigut,SG,UG,130.6,139.7,132.15,7.52,7.27,0.25,0.59,0.34,0.25,7.85%,17,188,NIL,0,0,0
68,84,68,Bhavnagar,Bhavnagar,Lakhanka,Sau,G,34.98,44.22,38.9,3.68,3.68,0.00,0.24,0.24,0.00,6.52%,0,110,NIL,0,0,0
76,90,81,Bhavnagar,Mahuva,Bagad,Sau,UG,55.36,60.41,60.41,11.18,9.66,1.52,11.18,9.66,1.52,100%,15,365,HIGHALERT,0,0,0
70,81,83,Bhavnagar,Mahuva,Malan,Sau,G,93.9,104.25,102.75,11.44,11.44,0.00,7.36,7.36,0.00,64.34%,5,248,NIL,65,65,0
73,91,82,Bhavnagar,Mahuva,Rojki,Sau,UG,89.15,99.06,99.1,9.23,9.13,0.10,9.23,9.13,0.10,100%,16,265,HIGHALERT,11.13,11.13,0
66,86,77,Bhavnagar,Palitana,Hanol,Sau,G,86.35,90.1,89.5,5.60,5.43,0.17,4.06,3.89,0.17,72.50%,0,262,WARNING,0,0,0
71,80,76,Bhavnagar,Palitana,Kharo,Sau,G,47.5,54.12,53.5,12.24,11.84,0.40,9.71,9.31,0.40,79.33%,10,375,WARNING,0,0,0
74,77,78,Bhavnagar,Palitana,Rajawal,Sau,G,50,56.75,56,28.21,25.84,2.37,22.64,20.27,2.37,80.26%,10,490,ALERT,0,0,0
75,76,75,Bhavnagar,Palitana,Shetrunji,Sau,G,45.17,55.53,55.25,346.48,341.45,5.03,327.51,322.48,5.03,94.52%,20,365,HIGHALERT,0,0,0
67,85,80,Bhavnagar,Talaja,Hamirpara,Sau,G,82.6,87.8,85.9,2.02,1.93,0.09,0.83,0.74,0.09,41.09%,9,300,NIL,0,0,0
65,196,69,Bhavnagar,Talaja,Jaspara-Mandva,Sau,UG,30.2,40.25,34.6,3.72,3.18,0.54,1.27,0.73,0.54,34.14%,15,135,NIL,0,0,0
72,88,79,Bhavnagar,Talaja,Pingli,Sau,G,45.2,51.3,50.7,2.11,1.84,0.27,1.74,1.47,0.27,82.46%,17,350,ALERT,0,0,0
69,82,67,Bhavnagar,Umrala,Ranghola,Sau,G,53.35,62.5,62.48,36.81,36.81,0.00,36.68,36.68,0.00,99.65%,0,120,HIGHALERT,0,0,0
82,1,59,Botad,Barwala,Khambhada,Sau,G,48.3,50.35,50,4.41,3.48,0.93,3.50,2.57,0.93,79.37%,0,435,WARNING,143,143,0
83,89,56,Botad,Botad,Goma,Sau,UG,120.4,126.5,126.34,15.75,15.12,0.63,14.98,14.35,0.63,95.11%,0,350,HIGHALERT,150,0,0
79,87,57,Botad,Botad,Kaniyad,Sau,G,99,102.25,101.9,2.93,2.64,0.29,2.45,2.16,0.29,83.62%,0,250,ALERT,0,0,0
78,182,55,Botad,Botad,Sukhbhadar,Sau,G,102,109.2,108.2,41.13,37.57,3.56,31.08,27.52,3.56,75.57%,0,255,WARNING,0,0,0
81,92,60,Botad,Gadhada,Bhimdad,Sau,UG,96.32,104.85,104.9,6.79,6.79,0.00,6.79,6.79,0.00,100%,5,430,HIGHALERT,66.42,66.42,0
80,78,66,Botad,Gadhada,Kalubhar,Sau,G,53.72,60.36,58.5,18.14,16.62,1.52,13.12,11.60,1.52,72.33%,0,215,WARNING,0,0,0
77,83,64,Botad,Gadhada,Limbali,Sau,G,124.1,128.1,125.1,8.48,6.94,1.54,2.71,1.17,1.54,31.96%,0,195,NIL,0,0,0
84,79,65,Botad,Gadhada,Malpara,Sau,G,73,78.1,77.8,6.90,6.40,0.50,5.70,5.20,0.50,82.61%,10,230,ALERT,0,0,0
85,2,58,Botad,Ranpur,Utavali,Sau,G,47.3,49.3,49,9.01,6.91,2.10,7.50,5.40,2.10,83.24%,0,410,ALERT,0,0,0
2,40,14,Chhotaudepur,Jetpur pavi,Sukhi,CG,G,134,147.82,145.87,173.01,163.22,9.79,128.53,118.74,9.79,74.29%,0,270,WARNING,263.8,3650.15,0
1,41,15,Chhotaudepur,Kawant,Rami,CG,UG,184,196.35,188.1,4.55,4.49,0.06,0.50,0.44,0.06,10.99%,0,60,NIL,0,0,0
10,23,26,Dahod,Devgadh baria,WNKL.-BHEY,CG,UG,214.9,223.57,217.46,13.30,11.69,1.61,3.55,1.94,1.61,26.69%,0,75,NIL,0,0,0
4,25,25,Dahod,Dhanpur,Edalwada,CG,FG,228.5,237.3,232.5,14.08,13.28,0.80,4.00,3.20,0.80,28.41%,0,117,NIL,0,0,0
5,18,21,Dahod,Garbada,Patadungari,CG,UG,160.02,170.84,166.51,41.05,39.64,1.41,15.05,13.64,1.41,36.66%,0,122,NIL,0,0,0
6,24,22,Dahod,Limkheda,Umaria,CG,UG,270.93,280,276.25,13.54,11.67,1.87,6.68,4.81,1.87,49.34%,4,158,NIL,0,0,0
7,16,23,Dahod,Singvad,Hadaf,CG,G,161.5,166.2,163.8,22.09,17.27,4.82,11.42,6.60,4.82,51.70%,0,93,NIL,50,0,0
9,22,24,Dahod,Singvad,Kabutari,CG,UG,180.6,186.3,182.8,9.58,8.07,1.51,3.28,1.77,1.51,34.24%,0,65,NIL,0,0,0
3,26,17,Dahod,Zalod,Kali - II,CG,UG,250,257,250.4,14.52,10.91,3.61,3.94,0.33,3.61,27.13%,0,20,NIL,0,0,0
8,21,18,Dahod,Zalod,Machchhanala,CG,UG,271.31,277.64,273.8,27.75,21.82,5.93,11.41,5.48,5.93,41.12%,0,59,NIL,0,0,0
90,123,137,DevbhumiDwarka,Bhanvad,Kabarka,Sau,UG,92.2,96.85,89.4,4.30,4.06,0.24,0.01,0.00,0.01,0.23%,40,70,NIL,10,0,0
88,195,131,DevbhumiDwarka,Bhanvad,Minsar (V),Sau,UG,85.5,91.8,81.5,5.85,5.54,0.31,0.02,0.00,0.02,0.34%,35,105,NIL,0,0,0
93,115,141,DevbhumiDwarka,Bhanvad,Sonmati,Sau,FG,72,78.5,69.4,7.40,7.09,0.31,0.02,0.00,0.02,0.27%,15,55,NIL,0,0,0
89,100,138,DevbhumiDwarka,Bhanvad,Vartu-I,Sau,UG,32,39.01,30.5,11.83,11.59,0.24,0.04,0.00,0.04,0.34%,25,80,NIL,0,0,0
94,109,142,DevbhumiDwarka,Bhanvad,Vartu-II,Sau,G,31.75,39.95,32.4,25.60,24.03,1.57,2.03,0.46,1.57,7.93%,20,80,NIL,0,0,0
86,118,139,DevbhumiDwarka,Bhanvad,Veradi,Sau,UG,80,85.15,77.5,6.42,6.31,0.11,0.00,0.00,0.00,0.00%,35,85,NIL,0,0,0
87,194,140,DevbhumiDwarka,Bhanvad,Veradi-II,Sau,UG,57.6,65.4,57.5,9.79,9.57,0.22,0.21,0.00,0.21,2.15%,35,70,NIL,0,0,0
97,95,147,DevbhumiDwarka,Jamkalyanpur,Sani,Sau,G,13.65,17.25,9.25,39.02,32.18,6.84,0.00,0.00,0.00,0.00%,0,235,NIL,0,0,0
92,117,146,DevbhumiDwarka,Jamkalyanpur,Shedhabhadthari,Sau,UG,28,32.5,23.9,5.62,4.99,0.63,0.01,0.00,0.01,0.18%,0,35,NIL,0,0,0
95,104,145,DevbhumiDwarka,Jamkhambhalia,Gadhaki,Sau,UG,25.1,30,22,9.34,9.14,0.20,0.00,0.00,0.00,0.00%,0,55,NIL,0,0,0
96,97,149,DevbhumiDwarka,Jamkhambhalia,Ghee,Sau,UG,34.44,40.54,37.07,10.97,10.89,0.08,2.08,2.00,0.08,18.96%,15,95,NIL,0,0,0
91,122,148,DevbhumiDwarka,Kalyanpur,Sindhani,Sau,UG,13,16.35,7.32,8.73,7.96,0.77,0.00,0.00,0.00,0.00%,10,90,NIL,0,0,0
98,127,89,Gir Somnath,Gir-Gadhada,Machhundri,Sau,UG,99.5,109.5,103.8,31.84,26.70,5.14,11.69,6.55,5.14,36.71%,7,77,NIL,0,0,0
99,126,88,Gir Somnath,Gir-Gadhada,Raval,Sau,G,129.85,148.85,142.455,26.73,24.00,2.73,14.21,11.48,2.73,53.16%,15,85,NIL,0,0,0
101,124,90,Gir Somnath,Gir-Gadhada,Shingoda,Sau,G,122.78,141.58,132.98,36.40,36.07,0.33,7.47,7.14,0.33,20.52%,12,130,NIL,0,0,0
100,125,92,Gir Somnath,Talala,Hiran-II,Sau,G,62.42,71.26,66.04,38.58,35.02,3.56,11.03,7.46,3.56,28.59%,15,127,NIL,0,0,0
102,106,164,Jamnagar,Dhrol,Und-II,Sau,G,14.5,18.25,12.15,37.12,32.87,4.25,0.55,0.00,0.55,1.48%,120,240,NIL,0,0,0
107,99,132,Jamnagar,Jamjodhpur,Dia-Minsar,Sau,UG,71.5,75.4,71.3,11.11,8.87,2.24,2.07,0.00,2.07,18.63%,40,110,NIL,0,0,0
119,110,126,Jamnagar,Jamjodhpur,Fulzar (KB),Sau,G,88.4,95.85,92.56,18.03,16.28,1.75,6.67,4.92,1.75,36.99%,65,65,NIL,940,0,0
105,103,128,Jamnagar,Jamjodhpur,Umiyasagar,Sau,G,68,71.05,67.62,1.55,1.37,0.18,0.34,0.16,0.18,21.94%,55,75,NIL,30,0,0
106,107,160,Jamnagar,Jamnagar,Kankavati,Sau,G,26.5,30.5,25.58,6.82,6.39,0.43,0.18,0.00,0.18,2.64%,65,165,NIL,0,0,0
118,108,156,Jamnagar,Jamnagar,Rangmati,Sau,G,38.5,43.2,42.2,3.36,3.20,0.16,2.17,2.01,0.16,64.58%,100,180,NIL,890,0,0
122,105,157,Jamnagar,Jamnagar,Ruparel,Sau,UG,45.05,48.2,47.45,4.27,3.74,0.53,2.99,2.46,0.53,70.02%,55,110,WARNING,870,0,0
115,114,158,Jamnagar,Jamnagar,Sapada,Sau,UG,27.13,32.77,32.01,5.56,5.27,0.29,4.15,3.86,0.29,74.64%,80,120,WARNING,933,0,0
117,94,163,Jamnagar,Jamnagar,Und-I,Sau,G,90.1,98,93.8,69.05,65.95,3.10,20.88,17.78,3.10,30.24%,5,60,NIL,4122,0,0
108,101,159,Jamnagar,Jamnagar,Vijarkhi,Sau,UG,22.86,30.47,28.25,9.70,9.70,0.00,4.66,4.66,0.00,48.04%,105,160,NIL,487,0,0
103,206,155,Jamnagar,Jamnagar,Wagadiya,Sau,UG,60.2,62.05,62.05,2.27,1.25,1.02,2.27,1.25,1.02,100%,190,255,HIGHALERT,1438,1438,0
113,119,162,Jamnagar,Jamnagar,Wodisang,Sau,UG,72.7,76.5,74.85,7.85,5.58,2.27,4.60,2.33,2.27,58.60%,125,170,NIL,1370,0,0
116,111,174,Jamnagar,Jodiya,Aji-IV,Sau,G,14.45,20.4,11.85,39.83,37.49,2.34,0.33,0.00,0.33,0.83%,5,50,NIL,0,0,0
121,98,127,Jamnagar,Kalavad,Fulzar-I,Sau,UG,17.98,24.69,23.8,11.36,11.22,0.14,8.07,7.93,0.14,71.04%,100,120,WARNING,4564,0,0
110,113,121,Jamnagar,Kalavad,Phophal-II,Sau,UG,125,129.33,123.26,6.13,5.89,0.24,0.03,0.00,0.03,0.49%,20,110,NIL,0,0,0
112,121,161,Jamnagar,Kalavad,Und-III,Sau,UG,106.6,110.6,107.11,4.69,3.89,0.80,1.04,0.24,0.80,22.17%,40,90,NIL,0,0,0
114,116,150,Jamnagar,Lalpur,Fulzar-II,Sau,UG,47.55,52.12,43.3,3.10,2.83,0.27,0.00,0.00,0.00,0.00%,20,75,NIL,0,0,0
109,102,151,Jamnagar,Lalpur,Puna,Sau,UG,19.81,24.39,22.49,7.83,7.77,0.06,2.80,2.74,0.06,35.76%,10,20,NIL,0,0,0
111,120,152,Jamnagar,Lalpur,Rupavati,Sau,UG,72.75,77.3,69.2,2.76,2.63,0.13,0.00,0.00,0.00,0.00%,67,95,NIL,0,0,0
120,96,153,Jamnagar,Lalpur,Sasoi,Sau,UG,22.25,28.95,25.89,37.97,37.97,0.00,10.72,10.72,0.00,28.23%,30,55,NIL,0,0,0
104,205,154,Jamnagar,Lalpur,Sasoi-II,Sau,UG,100,104.4,99.85,2.43,2.02,0.41,0.40,0.00,0.40,16.46%,50,75,NIL,671,0,0
134,139,97,Junagadh,Bhesan,Mota-Gujariya,Sau,UG,132.77,140.02,138.05,7.64,7.55,0.09,3.47,3.38,0.09,45.42%,135,205,NIL,833,0,0
124,128,101,Junagadh,Bhesan,Uben,Sau,UG,100.61,107.61,102.21,16.20,15.60,0.60,1.68,1.08,0.60,10.37%,45,75,NIL,0,0,0
126,131,102,Junagadh,Junagadh,Hasanapur,Sau,UG,137.77,148.13,145.08,8.40,8.19,0.21,4.59,4.38,0.21,54.64%,40,100,NIL,0,0,0
127,132,98,Junagadh,Junagadh,Ozat-II,Sau,G,72.5,77.5,75.29,36.20,27.71,8.49,21.00,12.51,8.49,58.01%,92,184,NIL,3543.97,0,0
128,133,105,Junagadh,Maliya Hatina,Vrajmi,Sau,G,84.6,94,84.57,10.35,10.10,0.25,0.25,0.00,0.25,2.42%,50,146,NIL,0,0,0
131,136,106,Junagadh,Manavadar,Bantva-Kharo,Sau,G,13.8,16.25,14.21,6.68,5.76,0.92,1.29,0.37,0.92,19.31%,85,115,NIL,261,0,0
137,140,91,Junagadh,Mendarda,Hiran-I,Sau,UG,31.24,44.2,37.67,20.22,19.64,0.58,6.02,5.44,0.58,29.77%,39,163,NIL,0,0,0
123,129,103,Junagadh,Mendarda,Madhuvanti,Sau,UG,149.65,165.19,160.93,11.65,11.30,0.35,4.95,4.60,0.35,42.49%,65,181,NIL,11.85,0,0
132,137,99,Junagadh,Vanthali,Ozat-Weir,Sau,G,29.8,32.8,30.88,1.95,1.88,0.07,0.35,0.28,0.07,17.95%,160,270,NIL,13002.98,13002.98,0
133,138,100,Junagadh,Vanthali,Ozat-Weir(Vanthali),Sau,G,25,27.5,26.4,1.79,1.54,0.25,0.93,0.68,0.25,51.96%,134,239,NIL,13094.8,13094.8,0
136,198,104,Junagadh,Vanthali,Sabali,Sau,G,39.05,43.75,40.4,7.20,6.14,1.06,1.64,0.58,1.06,22.78%,121,219,NIL,236,0,0
129,134,94,Junagadh,Visavadar,Ambajal,Sau,G,171.8,182.31,176.6,10.55,9.60,0.95,3.34,2.39,0.95,31.66%,62,168,NIL,0,0,0
130,135,95,Junagadh,Visavadar,Draphad,Sau,G,117.5,124,121.1,9.62,9.29,0.33,3.33,3.00,0.33,34.62%,61,123,NIL,31.88,0,0
135,141,96,Junagadh,Visavadar,Jhanjeshri,Sau,UG,140.15,149.96,145.15,10.03,9.79,0.24,2.74,2.50,0.24,27.32%,36,120,NIL,0,0,0
125,130,93,Junagadh,Visavadar,Prempara,Sau,UG,120.5,127.5,116.97,1.33,1.27,0.06,0.00,0.00,0.00,0.00%,74,136,NIL,0,0,0
33,60,201,Kachchh,Abdasa,Berachia,Kutch,UG,65.7,70.4,68.5,6.86,5.51,1.35,4.04,2.69,1.35,58.89%,0,79,NIL,0,0,0
35,58,199,Kachchh,Abdasa,Jangdia,Kutch,UG,34.7,38.6,34.7,9.04,6.85,2.19,2.20,0.01,2.19,24.34%,0,24,NIL,0,0,0
22,52,202,Kachchh,Abdasa,Kankawati,Kutch,UG,123.74,131.67,127.4,10.51,9.83,0.68,2.66,1.98,0.68,25.31%,0,75,NIL,0,0,0
29,64,200,Kachchh,Abdasa,Mitti,Kutch,UG,14.45,18.65,16.2,20.24,16.27,3.96,8.19,4.23,3.96,40.46%,0,58,NIL,0,0,0
28,45,206,Kachchh,Anjar,Tappar,Kutch,G,29.87,40.85,39.17,49.03,48.79,0.24,33.11,32.87,0.24,67.53%,6,80,NIL,0,0,0
20,54,191,Kachchh,Bhuj,Kaila,Kutch,UG,65.24,79.25,70.5,8.54,8.54,0.00,0.16,0.16,0.00,1.87%,0,65,NIL,0,0,0
37,56,189,Kachchh,Bhuj,Kaswati,Kutch,UG,43.89,51.2,45.25,8.20,7.96,0.24,0.82,0.58,0.24,10.00%,0,54,NIL,0,0,0
25,48,190,Kachchh,Bhuj,Rudramata,Kutch,UG,54.55,66.44,52.8,59.92,54.97,4.95,2.38,0.00,2.38,3.97%,0,56,NIL,0,0,0
27,46,198,Kachchh,Lakhpat,Godhatad,Kutch,UG,16.35,23,20.3,13.99,12.69,1.30,6.81,5.51,1.30,48.68%,1,6,NIL,0,0,0
18,49,196,Kachchh,Lakhpat,Nara,Kutch,UG,18.28,27.43,22.5,39.70,38.21,1.49,9.52,8.03,1.49,23.98%,0,15,NIL,0,0,0
26,47,197,Kachchh,Lakhpat,Sanandro,Kutch,UG,51.2,59.75,52.8,10.35,10.10,0.25,0.68,0.43,0.25,6.57%,0,3,NIL,0,0,0
30,63,203,Kachchh,Mandvi,Don,Kutch,UG,44.6,47.75,45.2,2.28,1.39,0.89,1.11,0.22,0.89,48.68%,3,110,NIL,0,0,0
36,57,204,Kachchh,Mundra,Gajod,Kutch,UG,82.3,90.85,84.6,7.71,7.37,0.34,0.98,0.64,0.34,12.71%,0,45,NIL,0,0,0
31,62,205,Kachchh,Mundra,Kalaghogha,Kutch,UG,31.5,37,37,4.98,4.26,0.72,4.98,4.26,0.72,100%,65,166,HIGHALERT,375.01,190,0
23,51,193,Kachchh,Nakhatrana,Bhukhi,Kutch,UG,62.05,73,64,15.58,14.58,1.00,1.96,0.96,1.00,12.58%,0,42,NIL,0,0,0
32,61,195,Kachchh,Nakhatrana,Gajansar,Kutch,UG,26.21,30,26.5,5.98,3.90,2.08,2.34,0.26,2.08,39.13%,0,12,NIL,0,0,0
21,53,194,Kachchh,Nakhatrana,Mathal,Kutch,UG,73.44,83.18,78.2,12.29,11.19,1.10,3.60,2.50,1.10,29.29%,5,118,NIL,0,0,0
24,50,192,Kachchh,Nakhatrana,Niruna,Kutch,UG,34.44,43.58,34,27.17,22.98,4.19,3.60,0.00,3.60,13.25%,0,100,NIL,0,0,0
34,59,187,Kachchh,Rapar,Fatehgadh,Kutch,UG,19.5,22.7,21.4,4.04,3.99,0.05,1.36,1.30,0.05,33.66%,0,52,NIL,0,0,0
19,55,188,Kachchh,Rapar,Suvi,Kutch,UG,38.1,42.67,40.4,8.85,8.13,0.71,2.92,2.21,0.71,32.99%,38,189,NIL,238,0,0
11,202,42,Kheda,Kapadvanj,Varansi,CG,G,78,81,76.43,3.18,2.62,0.56,0.20,0.00,0.20,6.29%,0,89,NIL,0,0,0
47,13,32,Mahesana,Satlasana,Dharoi,NG,G,175.87,189.59,184.44,813.14,745.63,67.51,372.16,304.65,67.51,45.77%,0,314,NIL,1019,0,0
12,12,28,Mahisagar,Balasinor,Wanakbori,CG,UG,60.05,67.3,67.13,41.88,36.22,5.66,40.96,35.30,5.66,97.80%,9,101,NIL,600,300,300
15,17,19,Mahisagar,Kadana,Kadana,CG,G,99.06,127.71,117.02,1249.30,1191.70,57.60,413.59,355.99,57.60,33.11%,0,78,NIL,600,600,0
13,19,20,Mahisagar,Khanpur,Bhadar (P),CG,G,110.95,123.72,115.5,30.95,29.23,1.72,6.40,4.68,1.72,20.68%,0,62,NIL,0,0,0
14,14,27,Mahisagar,Lunawada,Panam,CG,G,106.68,127.41,122.8,578.19,552.97,25.22,316.87,291.65,25.22,54.80%,0,45,NIL,277,0,0
143,189,184,Morbi,Halvad,Brahmani,Sau,UG,56.39,64.62,64.25,58.33,56.29,2.04,53.42,51.38,2.04,91.58%,5,80,HIGHALERT,0,0,0
142,200,185,Morbi,Halvad,Brahmani-II,Sau,G,39.15,44.5,42.7,19.80,18.50,1.30,10.18,8.88,1.30,51.41%,0,115,NIL,0,0,161
147,112,177,Morbi,Morbi,Demi - III,Sau,G,21.65,25.6,19.35,9.60,8.47,1.13,0.26,0.00,0.26,2.71%,5,75,NIL,0,0,0
144,166,182,Morbi,Morbi,Ghodadhroi,Sau,G,93.12,98.3,97.9,6.88,5.55,1.33,6.32,4.99,1.33,91.86%,0,160,HIGHALERT,0,0,0
140,150,181,Morbi,Morbi,Machchhu-II,Sau,G,47.24,57.3,50.58,87.90,84.10,3.80,12.75,8.95,3.80,14.51%,0,117,NIL,40,0,0
141,203,183,Morbi,Morbi,Machchhu-III,Sau,G,22.35,28.7,27.22,7.99,6.46,1.53,5.72,4.19,1.53,71.59%,0,214,WARNING,75,215,0
139,178,173,Morbi,Tankara,Bangawadi,Sau,FG,36.36,42.65,36.32,7.67,7.58,0.09,0.09,0.00,0.09,1.17%,5,85,NIL,0,0,0
145,172,175,Morbi,Tankara,Demi - I,Sau,FG,53.34,60.35,53.95,22.17,22.10,0.07,0.50,0.43,0.07,2.26%,70,145,NIL,280,0,0
146,164,176,Morbi,Tankara,Demi - II,Sau,G,42,48,44.35,21.33,19.91,1.42,4.62,3.20,1.42,21.66%,0,95,NIL,0,0,0
138,158,180,Morbi,Wankaner,Machchhu - I,Sau,UG,122.53,135.33,131.07,68.95,68.95,0.00,25.07,25.07,0.00,36.36%,37,193,NIL,440,0,0
197,6,13,Narmada,Nandod,Karjan,SG,G,78,115.25,103.16,538.75,514.65,24.10,256.12,232.02,24.10,47.54%,6,127,NIL,214.5,214.5,0
199,8,5,Narmada,Sagbara,Chopadvav,SG,FG,176.4,187.4,178.1,7.18,7.18,0.00,0.14,0.14,0.00,1.95%,41,167,NIL,0,0,0
198,11,6,Narmada,Sagbara,Kakdi-Amba,SG,FG,177.21,187.71,180.3,7.31,7.29,0.02,0.70,0.68,0.02,9.58%,23,152,NIL,44,0,0
201,43,2,Navsari,Vansada,Jhuj,SG,UG,147,167.5,156.6,28.65,27.58,1.07,5.43,4.36,1.07,18.95%,31,325,NIL,49.04,0,0
200,44,3,Navsari,Vansada,Kelia,SG,UG,98.1,113.4,103.25,19.98,19.23,0.75,2.10,1.35,0.75,10.51%,71,371,NIL,98.09,0,0
16,20,29,Panchmahal,Ghoghamba,Karad,CG,FG,123.44,140.08,135.1,42.45,40.06,2.39,20.72,18.33,2.39,48.81%,0,207,NIL,32,0,0
17,15,16,Panchmahal,Halol,Deo,CG,G,80,89.65,87.48,67.95,61.35,6.59,41.14,34.55,6.59,60.54%,2,220,NIL,0,0,0
155,145,107,Porbandar,Kutiyana,Amipur,Sau,G,3.35,5.64,3.35,30.00,28.85,1.15,1.15,0.00,1.15,3.83%,154,179,NIL,0,0,0
148,146,136,Porbandar,Kutiyana,Kalindri,Sau,UG,45.82,52.23,47.3,7.22,6.50,0.72,1.31,0.59,0.72,18.14%,90,140,NIL,0,0,0
152,199,130,Porbandar,Kutiyana,Saran,Sau,G,33.5,37,32,1.69,1.62,0.07,0.00,0.00,0.00,0.00%,85,115,NIL,0,0,0
154,147,144,Porbandar,Porbandar,Advana,Sau,UG,20.15,24,19.5,2.61,2.21,0.40,0.23,0.00,0.23,8.81%,5,128,NIL,0,0,0
149,144,143,Porbandar,Porbandar,Sorthi,Sau,UG,89.75,95.5,89.99,8.46,7.01,1.45,1.59,0.14,1.45,18.79%,10,140,NIL,0,0,0
150,143,134,Porbandar,Ranavav,Khambhala,Sau,UG,29.26,39.63,36.28,15.37,15.33,0.04,5.96,5.92,0.04,38.78%,51,124,NIL,0,0,0
151,142,133,Porbandar,Ranavav,Phodarness,Sau,UG,82.3,93.57,89.33,23.65,22.26,1.39,11.69,10.30,1.39,49.43%,65,125,NIL,0,0,0
153,204,135,Porbandar,Ranavav,Rana Khirasara,Sau,G,28.52,36.75,33,4.02,3.97,0.05,1.17,1.12,0.05,29.10%,74,175,NIL,0,0,0
