SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
129,134,94,Junagadh,Visavadar,Ambajal,Sau,G,171.8,182.31,180.35,10.55,9.60,0.95,7.39,6.44,0.95,70.05%,18,336,WARNING,0,0,0
130,135,95,Junagadh,Visavadar,Draphad,Sau,G,117.5,124,122.5,9.62,9.29,0.33,5.85,5.52,0.33,60.81%,7,224,NIL,0,0,0
135,141,96,Junagadh,Visavadar,Jhanjeshri,Sau,UG,140.15,149.96,145.4,10.03,9.79,0.24,3.02,2.79,0.24,30.11%,6,155,NIL,0,0,0
125,130,93,Junagadh,Visavadar,Prempara,Sau,UG,120.5,127.5,116.97,1.33,1.27,0.06,0.00,0.00,0.00,0.00%,16,304,NIL,0,0,0
33,60,201,Kachchh,Abdasa,Berachia,Kutch,UG,65.7,70.4,69,6.86,5.51,1.35,4.73,3.38,1.35,68.95%,0,193,NIL,0,0,0
35,58,199,Kachchh,Abdasa,Jangdia,Kutch,UG,34.7,38.6,34.7,9.04,6.85,2.19,2.20,0.01,2.19,24.34%,5,54,NIL,0,0,0
22,52,202,Kachchh,Abdasa,Kankawati,Kutch,UG,123.74,131.67,127.85,10.51,9.83,0.68,3.07,2.39,0.68,29.21%,0,187,NIL,0,0,0
29,64,200,Kachchh,Abdasa,Mitti,Kutch,UG,14.45,18.65,16.2,20.24,16.27,3.96,8.19,4.23,3.96,40.46%,3,92,NIL,0,0,0
28,45,206,Kachchh,Anjar,Tappar,Kutch,G,29.87,40.85,38.9,49.03,48.79,0.24,30.95,30.71,0.24,63.12%,4,84,NIL,0,0,0
20,54,191,Kachchh,Bhuj,Kaila,Kutch,UG,65.24,79.25,72.9,8.54,8.54,0.00,1.11,1.11,0.00,13.00%,30,140,NIL,300,0,0
37,56,189,Kachchh,Bhuj,Kaswati,Kutch,UG,43.89,51.2,45.2,8.20,7.96,0.24,0.79,0.55,0.24,9.63%,0,69,NIL,0,0,0
25,48,190,Kachchh,Bhuj,Rudramata,Kutch,UG,54.55,66.44,54,59.92,54.97,4.95,4.03,0.00,4.03,6.73%,30,94,NIL,675,0,0
27,46,198,Kachchh,Lakhpat,Godhatad,Kutch,UG,16.35,23,20.2,13.99,12.69,1.30,6.58,5.28,1.30,47.03%,0,36,NIL,0,0,0
18,49,196,Kachchh,Lakhpat,Nara,Kutch,UG,18.28,27.43,22.5,39.70,38.21,1.49,9.52,8.03,1.49,23.98%,0,27,NIL,0,0,0
26,47,197,Kachchh,Lakhpat,Sanandro,Kutch,UG,51.2,59.75,52.7,10.35,10.10,0.25,0.65,0.40,0.25,6.28%,0,30,NIL,0,0,0
30,63,203,Kachchh,Mandvi,Don,Kutch,UG,44.6,47.75,47.5,2.28,1.39,0.89,2.13,1.24,0.89,93.42%,67,180,HIGHALERT,365,0,0
36,57,204,Kachchh,Mundra,Gajod,Kutch,UG,82.3,90.85,85.49,7.71,7.37,0.34,1.51,1.17,0.34,19.58%,75,150,NIL,241,0,0
31,62,205,Kachchh,Mundra,Kalaghogha,Kutch,UG,31.5,37,37.1,4.98,4.26,0.72,4.98,4.26,0.72,100%,97,307,HIGHALERT,189,189,0
23,51,193,Kachchh,Nakhatrana,Bhukhi,Kutch,UG,62.05,73,65.7,15.58,14.58,1.00,3.12,2.12,1.00,20.03%,0,102,NIL,0,0,0
32,61,195,Kachchh,Nakhatrana,Gajansar,Kutch,UG,26.21,30,26.5,5.98,3.90,2.08,2.34,0.26,2.08,39.13%,0,19,NIL,0,0,0
21,53,194,Kachchh,Nakhatrana,Mathal,Kutch,UG,73.44,83.18,80,12.29,11.19,1.10,5.53,4.43,1.10,45.00%,5,191,NIL,0,0,0
24,50,192,Kachchh,Nakhatrana,Niruna,Kutch,UG,34.44,43.58,34.7,27.17,22.98,4.19,4.56,0.37,4.19,16.78%,0,137,NIL,0,0,0
34,59,187,Kachchh,Rapar,Fatehgadh,Kutch,UG,19.5,22.7,21.4,4.04,3.99,0.05,1.36,1.30,0.05,33.66%,13,65,NIL,0,0,0
19,55,188,Kachchh,Rapar,Suvi,Kutch,UG,38.1,42.67,41,8.85,8.13,0.71,3.94,3.23,0.71,44.52%,30,234,NIL,243,0,0
11,202,42,Kheda,Kapadvanj,Varansi,CG,G,78,81,76.43,3.18,2.62,0.56,0.20,0.00,0.20,6.29%,2,165,NIL,50,50,0
47,13,32,Mahesana,Satlasana,Dharoi,NG,G,175.87,189.59,185.63,813.14,745.63,67.51,454.68,387.17,67.51,55.92%,9,460,NIL,926,0,0
12,12,28,Mahisagar,Balasinor,Wanakbori,CG,UG,60.05,67.3,67.51,41.88,36.22,5.66,41.88,36.22,5.66,100%,6,190,NIL,2354,2054,300
15,17,19,Mahisagar,Kadana,Kadana,CG,G,99.06,127.71,119.76,1249.30,1191.70,57.60,571.81,514.21,57.60,45.77%,2,186,NIL,4027,0,0
13,19,20,Mahisagar,Khanpur,Bhadar (P),CG,G,110.95,123.72,116.3,30.95,29.23,1.72,7.78,6.06,1.72,25.14%,0,170,NIL,0,0,0
14,14,27,Mahisagar,Lunawada,Panam,CG,G,106.68,127.41,125.05,578.19,552.97,25.22,429.39,404.17,25.22,74.26%,10,348,WARNING,6450,3747,0
143,189,184,Morbi,Halvad,Brahmani,Sau,UG,56.39,64.62,64.62,58.33,56.29,2.04,58.33,56.29,2.04,100%,30,140,HIGHALERT,308,308,0
142,200,185,Morbi,Halvad,Brahmani-II,Sau,G,39.15,44.5,43,19.80,18.50,1.30,11.35,10.05,1.30,57.32%,10,145,NIL,436,436,0
147,112,177,Morbi,Morbi,Demi - III,Sau,G,21.65,25.6,19.35,9.60,8.47,1.13,0.26,0.00,0.26,2.71%,45,155,NIL,0,0,0
144,166,182,Morbi,Morbi,Ghodadhroi,Sau,G,93.12,98.3,97.9,6.88,5.55,1.33,6.32,4.99,1.33,91.86%,0,165,HIGHALERT,0,0,0
140,150,181,Morbi,Morbi,Machchhu-II,Sau,G,47.24,57.3,51.98,87.90,84.10,3.80,20.23,16.43,3.80,23.01%,20,160,NIL,210,0,0
141,203,183,Morbi,Morbi,Machchhu-III,Sau,G,22.35,28.7,27,7.99,6.46,1.53,5.42,3.89,1.53,67.83%,90,320,NIL,70,70,0
139,178,173,Morbi,Tankara,Bangawadi,Sau,FG,36.36,42.65,37.2,7.67,7.58,0.09,0.27,0.18,0.09,3.52%,20,165,NIL,0,0,0
145,172,175,Morbi,Tankara,Demi - I,Sau,FG,53.34,60.35,54.5,22.17,22.10,0.07,1.10,1.03,0.07,4.96%,10,190,NIL,50,0,0
146,164,176,Morbi,Tankara,Demi - II,Sau,G,42,48,44.45,21.33,19.91,1.42,4.84,3.42,1.42,22.69%,37,147,NIL,148,0,0
138,158,180,Morbi,Wankaner,Machchhu - I,Sau,UG,122.53,135.33,131.89,68.95,68.95,0.00,30.26,30.26,0.00,43.89%,0,250,NIL,60,0,0
197,6,13,Narmada,Nandod,Karjan,SG,G,78,115.25,103.82,538.75,514.65,24.10,268.18,244.08,24.10,49.78%,0,339,NIL,5609,214.5,0
199,8,5,Narmada,Sagbara,Chopadvav,SG,FG,176.4,187.4,183.8,7.18,7.18,0.00,2.79,2.79,0.00,38.86%,10,472,NIL,0,0,0
198,11,6,Narmada,Sagbara,Kakdi-Amba,SG,FG,177.21,187.71,183.7,7.31,7.29,0.02,2.72,2.70,0.02,37.21%,6,376,NIL,69,0,0
201,43,2,Navsari,Vansada,Jhuj,SG,UG,147,167.5,160.85,28.65,27.58,1.07,11.10,10.03,1.07,38.74%,33,670,NIL,496.17,0,0
200,44,3,Navsari,Vansada,Kelia,SG,UG,98.1,113.4,108.3,19.98,19.23,0.75,7.64,6.89,0.75,38.24%,39,797,NIL,310.64,0,0
16,20,29,Panchmahal,Ghoghamba,Karad,CG,FG,123.44,140.08,137.05,42.45,40.06,2.39,28.07,25.68,2.39,66.12%,30,587,NIL,207,0,0
17,15,16,Panchmahal,Halol,Deo,CG,G,80,89.65,87.52,67.95,61.35,6.59,41.46,34.87,6.59,61.02%,20,661,NIL,0,452.53,0
155,145,107,Porbandar,Kutiyana,Amipur,Sau,G,3.35,5.64,4.3,30.00,28.85,1.15,10.35,9.20,1.15,34.50%,21,254,NIL,613.1,0,0
148,146,136,Porbandar,Kutiyana,Kalindri,Sau,UG,45.82,52.23,48.85,7.22,6.50,0.72,2.29,1.57,0.72,31.72%,55,271,NIL,0,0,0
152,199,130,Porbandar,Kutiyana,Saran,Sau,G,33.5,37,36.15,1.69,1.62,0.07,0.98,0.91,0.07,57.99%,25,230,NIL,0,0,0
154,147,144,Porbandar,Porbandar,Advana,Sau,UG,20.15,24,19.5,2.61,2.21,0.40,0.23,0.00,0.23,8.81%,35,233,NIL,0,0,0
149,144,143,Porbandar,Porbandar,Sorthi,Sau,UG,89.75,95.5,91.21,8.46,7.01,1.45,2.44,0.99,1.45,28.84%,40,240,NIL,70,0,0
150,143,134,Porbandar,Ranavav,Khambhala,Sau,UG,29.26,39.63,36.74,15.37,15.33,0.04,6.97,6.93,0.04,45.35%,42,264,NIL,0,0,0
151,142,133,Porbandar,Ranavav,Phodarness,Sau,UG,82.3,93.57,89.91,23.65,22.26,1.39,13.07,11.68,1.39,55.26%,40,280,NIL,883.3,0,0
153,204,135,Porbandar,Ranavav,Rana Khirasara,Sau,G,28.52,36.75,33.75,4.02,3.97,0.05,1.57,1.52,0.05,39.05%,55,377,NIL,933.9,933.9,0
