SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
10,23,26,Dahod,Devgadh baria,WNKL.-BHEY,CG,UG,214.9,223.57,219.6,13.30,11.69,1.61,6.09,4.48,1.61,45.79%,40,430,NIL,0,0,0
4,25,25,Dahod,Dhanpur,Edalwada,CG,FG,228.5,237.3,236,14.08,13.28,0.80,10.49,9.69,0.80,74.50%,13,483,WARNING,0,0,0
5,18,21,Dahod,Garbada,Patadungari,CG,UG,160.02,170.84,167.3,41.05,39.64,1.41,18.52,17.11,1.41,45.12%,6,237,NIL,0,0,0
6,24,22,Dahod,Limkheda,Umaria,CG,UG,270.93,280,280.05,13.54,11.67,1.87,13.54,11.67,1.87,100%,7,355,HIGHALERT,61.6,61.6,0
7,16,23,Dahod,Singvad,Hadaf,CG,G,161.5,166.2,164.15,22.09,17.27,4.82,12.66,7.84,4.82,57.31%,9,344,NIL,450,0,0
9,22,24,Dahod,Singvad,Kabutari,CG,UG,180.6,186.3,185.5,9.58,8.07,1.51,7.52,6.01,1.51,78.50%,0,300,WARNING,245,0,0
3,26,17,Dahod,Zalod,Kali - II,CG,UG,250,257,257.2,14.52,10.91,3.61,14.52,10.91,3.61,100%,0,135,HIGHALERT,989,989,0
8,21,18,Dahod,Zalod,Machchhanala,CG,UG,271.31,277.64,275.4,27.75,21.82,5.93,17.00,11.07,5.93,61.26%,0,166,NIL,0,0,0
90,123,137,DevbhumiDwarka,Bhanvad,Kabarka,Sau,UG,92.2,96.85,90,4.30,4.06,0.24,0.02,0.00,0.02,0.47%,0,145,NIL,0,0,0
88,195,131,DevbhumiDwarka,Bhanvad,Minsar (V),Sau,UG,85.5,91.8,85.5,5.85,5.54,0.31,0.31,0.00,0.31,5.30%,10,200,NIL,0,0,0
93,115,141,DevbhumiDwarka,Bhanvad,Sonmati,Sau,FG,72,78.5,73.5,7.40,7.09,0.31,0.80,0.49,0.31,10.81%,0,195,NIL,0,0,0
89,100,138,DevbhumiDwarka,Bhanvad,Vartu-I,Sau,UG,32,39.01,30.5,11.83,11.59,0.24,0.04,0.00,0.04,0.34%,0,180,NIL,0,0,0
94,109,142,DevbhumiDwarka,Bhanvad,Vartu-II,Sau,G,31.75,39.95,33.3,25.60,24.03,1.57,2.87,1.30,1.57,11.21%,10,180,NIL,0,0,0
86,118,139,DevbhumiDwarka,Bhanvad,Veradi,Sau,UG,80,85.15,77.5,6.42,6.31,0.11,0.00,0.00,0.00,0.00%,10,180,NIL,0,0,0
87,194,140,DevbhumiDwarka,Bhanvad,Veradi-II,Sau,UG,57.6,65.4,57.5,9.79,9.57,0.22,0.21,0.00,0.21,2.15%,0,160,NIL,0,0,0
97,95,147,DevbhumiDwarka,Jamkalyanpur,Sani,Sau,G,13.65,17.25,11.15,39.02,32.18,6.84,0.32,0.00,0.32,0.82%,0,460,NIL,0,0,0
92,117,146,DevbhumiDwarka,Jamkalyanpur,Shedhabhadthari,Sau,UG,28,32.5,23.9,5.62,4.99,0.63,0.01,0.00,0.01,0.18%,0,165,NIL,0,0,0
95,104,145,DevbhumiDwarka,Jamkhambhalia,Gadhaki,Sau,UG,25.1,30,24.7,9.34,9.14,0.20,0.14,0.00,0.14,1.50%,0,250,NIL,0,0,0
96,97,149,DevbhumiDwarka,Jamkhambhalia,Ghee,Sau,UG,34.44,40.54,37.28,10.97,10.89,0.08,2.42,2.34,0.08,22.06%,0,235,NIL,0,0,0
91,122,148,DevbhumiDwarka,Kalyanpur,Sindhani,Sau,UG,13,16.35,7.32,8.73,7.96,0.77,0.00,0.00,0.00,0.00%,0,250,NIL,0,0,0
98,127,89,Gir Somnath,Gir-Gadhada,Machhundri,Sau,UG,99.5,109.5,106.15,31.84,26.70,5.14,18.46,13.32,5.14,57.98%,0,210,NIL,208,0,0
99,126,88,Gir Somnath,Gir-Gadhada,Raval,Sau,G,129.85,148.85,142.455,26.73,24.00,2.73,14.21,11.48,2.73,53.16%,0,235,NIL,0,0,0
101,124,90,Gir Somnath,Gir-Gadhada,Shingoda,Sau,G,122.78,141.58,139.73,36.40,36.07,0.33,27.21,26.88,0.33,74.75%,8,364,WARNING,0,0,0
100,125,92,Gir Somnath,Talala,Hiran-II,Sau,G,62.42,71.26,67.81,38.58,35.02,3.56,17.77,14.21,3.56,46.06%,0,249,NIL,0,0,0
102,106,164,Jamnagar,Dhrol,Und-II,Sau,G,14.5,18.25,12.15,37.12,32.87,4.25,0.55,0.00,0.55,1.48%,0,310,NIL,0,0,0
107,99,132,Jamnagar,Jamjodhpur,Dia-Minsar,Sau,UG,71.5,75.4,71.48,11.11,8.87,2.24,2.23,0.00,2.23,20.07%,0,230,NIL,0,0,0
119,110,126,Jamnagar,Jamjodhpur,Fulzar (KB),Sau,G,88.4,95.85,94.14,18.03,16.28,1.75,10.90,9.15,1.75,60.45%,0,135,NIL,0,0,0
105,103,128,Jamnagar,Jamjodhpur,Umiyasagar,Sau,G,68,71.05,69.7,1.55,1.37,0.18,0.92,0.74,0.18,59.35%,0,180,NIL,0,0,0
106,107,160,Jamnagar,Jamnagar,Kankavati,Sau,G,26.5,30.5,27.47,6.82,6.39,0.43,0.94,0.51,0.43,13.78%,0,230,NIL,0,0,0
118,108,156,Jamnagar,Jamnagar,Rangmati,Sau,G,38.5,43.2,42.6,3.36,3.20,0.16,2.64,2.48,0.16,78.57%,0,240,WARNING,0,0,0
122,105,157,Jamnagar,Jamnagar,Ruparel,Sau,UG,45.05,48.2,47.8,4.27,3.74,0.53,3.56,3.03,0.53,83.37%,10,200,ALERT,0,0,0
115,114,158,Jamnagar,Jamnagar,Sapada,Sau,UG,27.13,32.77,32.32,5.56,5.27,0.29,4.72,4.43,0.29,84.89%,0,170,ALERT,0,0,0
117,94,163,Jamnagar,Jamnagar,Und-I,Sau,G,90.1,98,94.8,69.05,65.95,3.10,29.88,26.78,3.10,43.27%,0,155,NIL,0,0,0
108,101,159,Jamnagar,Jamnagar,Vijarkhi,Sau,UG,22.86,30.47,28.24,9.70,9.70,0.00,4.64,4.64,0.00,47.84%,0,200,NIL,0,0,0
103,206,155,Jamnagar,Jamnagar,Wagadiya,Sau,UG,60.2,62.05,62.05,2.27,1.25,1.02,2.27,1.25,1.02,100%,0,305,HIGHALERT,84,84,0
113,119,162,Jamnagar,Jamnagar,Wodisang,Sau,UG,72.7,76.5,75.31,7.85,5.58,2.27,5.37,3.10,2.27,68.41%,0,240,NIL,0,0,0
116,111,174,Jamnagar,Jodiya,Aji-IV,Sau,G,14.45,20.4,11.85,39.83,37.49,2.34,0.33,0.00,0.33,0.83%,0,145,NIL,0,0,0
121,98,127,Jamnagar,Kalavad,Fulzar-I,Sau,UG,17.98,24.69,24.1,11.36,11.22,0.14,9.06,8.92,0.14,79.75%,0,180,WARNING,0,0,0
110,113,121,Jamnagar,Kalavad,Phophal-II,Sau,UG,125,129.33,125.28,6.13,5.89,0.24,0.35,0.11,0.24,5.71%,0,175,NIL,0,0,0
112,121,161,Jamnagar,Kalavad,Und-III,Sau,UG,106.6,110.6,107.74,4.69,3.89,0.80,1.38,0.58,0.80,29.42%,0,140,NIL,0,0,0
114,116,150,Jamnagar,Lalpur,Fulzar-II,Sau,UG,47.55,52.12,43.3,3.10,2.83,0.27,0.00,0.00,0.00,0.00%,0,170,NIL,0,0,0
109,102,151,Jamnagar,Lalpur,Puna,Sau,UG,19.81,24.39,22.73,7.83,7.77,0.06,3.22,3.16,0.06,41.12%,0,100,NIL,0,0,0
111,120,152,Jamnagar,Lalpur,Rupavati,Sau,UG,72.75,77.3,69.2,2.76,2.63,0.13,0.00,0.00,0.00,0.00%,0,165,NIL,0,0,0
120,96,153,Jamnagar,Lalpur,Sasoi,Sau,UG,22.25,28.95,26.77,37.97,37.97,0.00,17.32,17.32,0.00,45.61%,0,120,NIL,0,0,0
104,205,154,Jamnagar,Lalpur,Sasoi-II,Sau,UG,100,104.4,100,2.43,2.02,0.41,0.41,0.00,0.41,16.87%,0,100,NIL,0,0,0
134,139,97,Junagadh,Bhesan,Mota-Gujariya,Sau,UG,132.77,140.02,138.35,7.64,7.55,0.09,3.96,3.87,0.09,51.83%,5,295,NIL,0,0,0
124,128,101,Junagadh,Bhesan,Uben,Sau,UG,100.61,107.61,102.56,16.20,15.60,0.60,2.09,1.49,0.60,12.90%,4,137,NIL,0,0,0
126,131,102,Junagadh,Junagadh,Hasanapur,Sau,UG,137.77,148.13,145.39,8.40,8.19,0.21,4.96,4.75,0.21,59.05%,0,210,NIL,0,0,0
127,132,98,Junagadh,Junagadh,Ozat-II,Sau,G,72.5,77.5,76.2,36.20,27.71,8.49,27.03,18.54,8.49,74.67%,11,358,WARNING,145,145,0
128,133,105,Junagadh,Maliya Hatina,Vrajmi,Sau,G,84.6,94,84.57,10.35,10.10,0.25,0.25,0.00,0.25,2.42%,10,298,NIL,0,0,0
131,136,106,Junagadh,Manavadar,Bantva-Kharo,Sau,G,13.8,16.25,15.41,6.68,5.76,0.92,3.64,2.72,0.92,54.49%,10,260,NIL,0,0,0
137,140,91,Junagadh,Mendarda,Hiran-I,Sau,UG,31.24,44.2,39.53,20.22,19.64,0.58,9.13,8.55,0.58,45.15%,6,435,NIL,0,0,0
123,129,103,Junagadh,Mendarda,Madhuvanti,Sau,UG,149.65,165.19,161.3,11.65,11.30,0.35,5.39,5.04,0.35,46.27%,6,311,NIL,15.94,0,0
132,137,99,Junagadh,Vanthali,Ozat-Weir,Sau,G,29.8,32.8,30,1.95,1.88,0.07,0.09,0.02,0.07,4.62%,0,385,NIL,1165.4,1165.4,0
133,138,100,Junagadh,Vanthali,Ozat-Weir(Vanthali),Sau,G,25,27.5,25.2,1.79,1.54,0.25,0.34,0.09,0.25,18.99%,0,343,NIL,1440.85,1440.85,0
136,198,104,Junagadh,Vanthali,Sabali,Sau,G,39.05,43.75,40.98,7.20,6.14,1.06,2.13,1.07,1.06,29.58%,13,327,NIL,0,0,0
129,134,94,Junagadh,Visavadar,Ambajal,Sau,G,171.8,182.31,180.35,10.55,9.60,0.95,7.39,6.44,0.95,70.05%,0,336,WARNING,0,0,0
130,135,95,Junagadh,Visavadar,Draphad,Sau,G,117.5,124,122.5,9.62,9.29,0.33,5.85,5.52,0.33,60.81%,4,228,NIL,0,0,0
135,141,96,Junagadh,Visavadar,Jhanjeshri,Sau,UG,140.15,149.96,145.4,10.03,9.79,0.24,3.02,2.79,0.24,30.11%,8,163,NIL,0,0,0
125,130,93,Junagadh,Visavadar,Prempara,Sau,UG,120.5,127.5,116.97,1.33,1.27,0.06,0.00,0.00,0.00,0.00%,20,324,NIL,0,0,0
33,60,201,Kachchh,Abdasa,Berachia,Kutch,UG,65.7,70.4,69.2,6.86,5.51,1.35,5.01,3.66,1.35,73.03%,0,208,WARNING,58.02,0,0
35,58,199,Kachchh,Abdasa,Jangdia,Kutch,UG,34.7,38.6,34.7,9.04,6.85,2.19,2.20,0.01,2.19,24.34%,0,54,NIL,0,0,0
22,52,202,Kachchh,Abdasa,Kankawati,Kutch,UG,123.74,131.67,127.93,10.51,9.83,0.68,3.15,2.47,0.68,29.97%,0,199,NIL,30.23,0,0
29,64,200,Kachchh,Abdasa,Mitti,Kutch,UG,14.45,18.65,16.2,20.24,16.27,3.96,8.19,4.23,3.96,40.46%,0,92,NIL,0,0,0
28,45,206,Kachchh,Anjar,Tappar,Kutch,G,29.87,40.85,38.83,49.03,48.79,0.24,30.47,30.23,0.24,62.15%,0,84,NIL,0,0,0
20,54,191,Kachchh,Bhuj,Kaila,Kutch,UG,65.24,79.25,72.9,8.54,8.54,0.00,1.11,1.11,0.00,13.00%,0,140,NIL,0,0,0
37,56,189,Kachchh,Bhuj,Kaswati,Kutch,UG,43.89,51.2,45.2,8.20,7.96,0.24,0.79,0.55,0.24,9.63%,0,69,NIL,0,0,0
25,48,190,Kachchh,Bhuj,Rudramata,Kutch,UG,54.55,66.44,54,59.92,54.97,4.95,4.03,0.00,4.03,6.73%,0,94,NIL,0,0,0
27,46,198,Kachchh,Lakhpat,Godhatad,Kutch,UG,16.35,23,20.1,13.99,12.69,1.30,6.35,5.05,1.30,45.39%,0,36,NIL,0,0,0
18,49,196,Kachchh,Lakhpat,Nara,Kutch,UG,18.28,27.43,22.5,39.70,38.21,1.49,9.52,8.03,1.49,23.98%,0,27,NIL,0,0,0
26,47,197,Kachchh,Lakhpat,Sanandro,Kutch,UG,51.2,59.75,52.7,10.35,10.10,0.25,0.65,0.40,0.25,6.28%,0,30,NIL,0,0,0
30,63,203,Kachchh,Mandvi,Don,Kutch,UG,44.6,47.75,47.75,2.28,1.39,0.89,2.28,1.39,0.89,100%,0,180,HIGHALERT,47,0,0
36,57,204,Kachchh,Mundra,Gajod,Kutch,UG,82.3,90.85,85.49,7.71,7.37,0.34,1.51,1.17,0.34,19.58%,0,150,NIL,0,0,0
31,62,205,Kachchh,Mundra,Kalaghogha,Kutch,UG,31.5,37,37,4.98,4.26,0.72,4.98,4.26,0.72,100%,0,307,HIGHALERT,0,0,0
23,51,193,Kachchh,Nakhatrana,Bhukhi,Kutch,UG,62.05,73,65.7,15.58,14.58,1.00,3.12,2.12,1.00,20.03%,0,102,NIL,0,0,0
32,61,195,Kachchh,Nakhatrana,Gajansar,Kutch,UG,26.21,30,26.5,5.98,3.90,2.08,2.34,0.26,2.08,39.13%,0,19,NIL,0,0,0
21,53,194,Kachchh,Nakhatrana,Mathal,Kutch,UG,73.44,83.18,80,12.29,11.19,1.10,5.53,4.43,1.10,45.00%,0,191,NIL,0,0,0
24,50,192,Kachchh,Nakhatrana,Niruna,Kutch,UG,34.44,43.58,34.7,27.17,22.98,4.19,4.56,0.37,4.19,16.78%,0,137,NIL,0,0,0
34,59,187,Kachchh,Rapar,Fatehgadh,Kutch,UG,19.5,22.7,21.4,4.04,3.99,0.05,1.36,1.30,0.05,33.66%,0,65,NIL,0,0,0
19,55,188,Kachchh,Rapar,Suvi,Kutch,UG,38.1,42.67,41,8.85,8.13,0.71,3.94,3.23,0.71,44.52%,0,234,NIL,0,0,0
11,202,42,Kheda,Kapadvanj,Varansi,CG,G,78,81,76.43,3.18,2.62,0.56,0.20,0.00,0.20,6.29%,0,166,NIL,0,0,0
47,13,32,Mahesana,Satlasana,Dharoi,NG,G,175.87,189.59,185.94,813.14,745.63,67.51,477.48,409.97,67.51,58.72%,70,530,NIL,59166,0,0
12,12,28,Mahisagar,Balasinor,Wanakbori,CG,UG,60.05,67.3,67.58,41.88,36.22,5.66,41.88,36.22,5.66,100%,2,193,NIL,3373,3073,300
15,17,19,Mahisagar,Kadana,Kadana,CG,G,99.06,127.71,120.22,1249.30,1191.70,57.60,602.34,544.74,57.60,48.21%,6,194,NIL,8194,0,0
13,19,20,Mahisagar,Khanpur,Bhadar (P),CG,G,110.95,123.72,116.3,30.95,29.23,1.72,7.78,6.06,1.72,25.14%,0,170,NIL,0,0,0
14,14,27,Mahisagar,Lunawada,Panam,CG,G,106.68,127.41,125.1,578.19,552.97,25.22,432.22,407.00,25.22,74.75%,0,348,WARNING,675,1879,0
143,189,184,Morbi,Halvad,Brahmani,Sau,UG,56.39,64.62,64.62,58.33,56.29,2.04,58.33,56.29,2.04,100%,3,143,HIGHALERT,0,0,0
142,200,185,Morbi,Halvad,Brahmani-II,Sau,G,39.15,44.5,42.95,19.80,18.50,1.30,11.15,9.85,1.30,56.31%,0,145,NIL,172,0,72
147,112,177,Morbi,Morbi,Demi - III,Sau,G,21.65,25.6,19.35,9.60,8.47,1.13,0.26,0.00,0.26,2.71%,5,160,NIL,0,0,0
144,166,182,Morbi,Morbi,Ghodadhroi,Sau,G,93.12,98.3,97.9,6.88,5.55,1.33,6.32,4.99,1.33,91.86%,0,165,HIGHALERT,0,0,0
140,150,181,Morbi,Morbi,Machchhu-II,Sau,G,47.24,57.3,52.12,87.90,84.10,3.80,21.10,17.30,3.80,24.00%,0,160,NIL,152,0,0
141,203,183,Morbi,Morbi,Machchhu-III,Sau,G,22.35,28.7,27,7.99,6.46,1.53,5.42,3.89,1.53,67.83%,8,328,NIL,70,70,0
139,178,173,Morbi,Tankara,Bangawadi,Sau,FG,36.36,42.65,37.2,7.67,7.58,0.09,0.27,0.18,0.09,3.52%,0,165,NIL,0,0,0
145,172,175,Morbi,Tankara,Demi - I,Sau,FG,53.34,60.35,54.5,22.17,22.10,0.07,1.10,1.03,0.07,4.96%,0,190,NIL,0,0,0
146,164,176,Morbi,Tankara,Demi - II,Sau,G,42,48,44.45,21.33,19.91,1.42,4.84,3.42,1.42,22.69%,0,147,NIL,0,0,0
138,158,180,Morbi,Wankaner,Machchhu - I,Sau,UG,122.53,135.33,131.94,68.95,68.95,0.00,30.59,30.59,0.00,44.37%,0,250,NIL,0,0,0
197,6,13,Narmada,Nandod,Karjan,SG,G,78,115.25,104.3,538.75,514.65,24.10,277.07,252.97,24.10,51.43%,0,339,NIL,2078,214.5,0
199,8,5,Narmada,Sagbara,Chopadvav,SG,FG,176.4,187.4,184,7.18,7.18,0.00,2.97,2.97,0.00,41.36%,10,485,NIL,76,0,0
198,11,6,Narmada,Sagbara,Kakdi-Amba,SG,FG,177.21,187.71,183.9,7.31,7.29,0.02,2.89,2.87,0.02,39.53%,62,445,NIL,69,0,0
201,43,2,Navsari,Vansada,Jhuj,SG,UG,147,167.5,161.7,28.65,27.58,1.07,12.50,11.43,1.07,43.63%,21,705,NIL,228.89,0,0
200,44,3,Navsari,Vansada,Kelia,SG,UG,98.1,113.4,108.95,19.98,19.23,0.75,8.67,7.92,0.75,43.39%,17,829,NIL,163.49,0,0
16,20,29,Panchmahal,Ghoghamba,Karad,CG,FG,123.44,140.08,137.15,42.45,40.06,2.39,28.45,26.06,2.39,67.02%,27,614,NIL,416,0,0
17,15,16,Panchmahal,Halol,Deo,CG,G,80,89.65,87.35,67.95,61.35,6.59,40.07,33.48,6.59,58.97%,10,671,NIL,0,0,0
155,145,107,Porbandar,Kutiyana,Amipur,Sau,G,3.35,5.64,4.61,30.00,28.85,1.15,14.18,13.03,1.15,47.27%,0,254,NIL,613.1,0,0
148,146,136,Porbandar,Kutiyana,Kalindri,Sau,UG,45.82,52.23,48.85,7.22,6.50,0.72,2.29,1.57,0.72,31.72%,0,271,NIL,0,0,0
152,199,130,Porbandar,Kutiyana,Saran,Sau,G,33.5,37,36.38,1.69,1.62,0.07,1.16,1.09,0.07,68.64%,0,230,NIL,0,0,0
154,147,144,Porbandar,Porbandar,Advana,Sau,UG,20.15,24,19.5,2.61,2.21,0.40,0.23,0.00,0.23,8.81%,5,238,NIL,0,0,0
149,144,143,Porbandar,Porbandar,Sorthi,Sau,UG,89.75,95.5,91.52,8.46,7.01,1.45,2.68,1.23,1.45,31.68%,0,240,NIL,0,0,0
150,143,134,Porbandar,Ranavav,Khambhala,Sau,UG,29.26,39.63,36.89,15.37,15.33,0.04,7.31,7.27,0.04,47.56%,6,270,NIL,0,0,0
151,142,133,Porbandar,Ranavav,Phodarness,Sau,UG,82.3,93.57,89.91,23.65,22.26,1.39,13.07,11.68,1.39,55.26%,0,280,NIL,0,0,0
153,204,135,Porbandar,Ranavav,Rana Khirasara,Sau,G,28.52,36.75,33.75,4.02,3.97,0.05,1.57,1.52,0.05,39.05%,0,377,NIL,157.57,157.57,0
