region,district,sr_no,taluka,avg_rain_1995_2024,rain_till_yesterday,rain_last_24hrs,total_rainfall,percent_against_avg
Saurashtra,Bhavnagar,1.0,Bhavnagar,762.0,105.0,40.0,145.0,19.0
Saurashtra,Bhavnagar,2.0,Gariadhar,458.0,159.0,12.0,171.0,37.34
Saurashtra,Bhavnagar,3.0,Ghogha,630.0,85.0,16.0,101.0,16.03
Saurashtra,Bhavnagar,4.0,Jesar,649.0,275.0,0.0,275.0,42.37
Saurashtra,Bhavnagar,5.0,Mahuva (Bhavnagar),688.0,247.0,0.0,247.0,35.9
Saurashtra,Bhavnagar,6.0,Palitana,608.0,324.0,4.0,328.0,53.95
Saurashtra,Bhavnagar,7.0,Shihor,645.0,382.0,64.0,446.0,69.15
Saurashtra,Bhavnagar,8.0,Talaja,569.0,155.0,4.0,159.0,27.94
Saurashtra,Bhavnagar,9.0,Umrala,614.0,274.0,121.0,395.0,64.33
Saurashtra,Bhavnagar,10.0,Vallabhipur,655.0,209.0,115.0,324.0,49.47
Saurashtra,Bhavnagar,,Bhavnagar District Avg,628.0,221.5,37.6,259.1,41.27
Saurashtra,Botad,1.0,Botad,625.0,342.0,138.0,480.0,76.8
Saurashtra,Botad,2.0,Barwala,682.0,105.0,191.0,296.0,43.4
Saurashtra,Botad,3.0,Gadhada,616.0,354.0,35.0,389.0,63.15
Saurashtra,Botad,4.0,Ranpur,637.0,60.0,91.0,151.0,23.7
Saurashtra,Botad,,Botad District Avg,640.0,215.25,113.75,329.0,51.41
Saurashtra,Devbhumi Dwarka,1.0,Bhanvad,777.0,44.0,11.0,55.0,7.08
Saurashtra,Devbhumi Dwarka,2.0,Dwarka,627.0,50.0,44.0,94.0,14.99
Saurashtra,Devbhumi Dwarka,3.0,Kalyanpur,939.0,67.0,52.0,119.0,12.67
Saurashtra,Devbhumi Dwarka,6.0,Khambha,684.0,168.0,0.0,168.0,24.56
Saurashtra,Gir Somnath,1.0,Gir Gadhada,924.0,27.0,0.0,27.0,2.92
Saurashtra,Gir Somnath,2.0,Kodinar,1065.0,55.0,2.0,57.0,5.35
Saurashtra,Gir Somnath,3.0,Sutrapada,991.0,53.0,6.0,59.0,5.95
Saurashtra,Gir Somnath,5.0,Una,929.0,58.0,3.0,61.0,6.57
Saurashtra,Gir Somnath,6.0,Patan-Veraval,994.0,28.0,11.0,39.0,3.92
Saurashtra,Gir Somnath,,Gir Somnath District Avg,1011.0,46.33,4.0,50.33,4.98
Saurashtra,Jamnagar,1.0,Dhrol,633.0,34.0,35.0,69.0,10.9
Saurashtra,Jamnagar,2.0,JamJodhpur,788.0,36.0,21.0,57.0,7.23
Saurashtra,Jamnagar,3.0,Jamnagar,824.0,21.0,44.0,65.0,7.89
Saurashtra,Jamnagar,4.0,Jodiya,683.0,49.0,133.0,182.0,26.65
Saurashtra,Jamnagar,4.0,Khambhalia,938.0,28.0,41.0,69.0,7.36
Saurashtra,Jamnagar,5.0,Kalavad,714.0,31.0,34.0,65.0,9.1
Saurashtra,Jamnagar,6.0,Lalpur,776.0,26.0,16.0,42.0,5.41
Saurashtra,Jamnagar,,Jamnagar District Avg,736.0,32.8,47.2,80.0,10.86
Saurashtra,Junagadh,1.0,Bhesan,783.0,79.0,17.0,96.0,12.26
Saurashtra,Junagadh,2.0,Junagadh,1070.0,118.0,1.0,119.0,11.12
Saurashtra,Junagadh,3.0,Junagadh City,1070.0,118.0,1.0,119.0,11.12
Saurashtra,Junagadh,4.0,Keshod,981.0,61.0,13.0,74.0,7.54
Saurashtra,Junagadh,4.0,Talala,1161.0,57.0,2.0,59.0,5.08
Saurashtra,Junagadh,5.0,Maliya Hatina,1118.0,29.0,26.0,55.0,4.92
Saurashtra,Junagadh,6.0,Manavadar,949.0,42.0,4.0,46.0,4.85
Saurashtra,Junagadh,7.0,Mangrol(Junagadh),955.0,14.0,41.0,55.0,5.76
Saurashtra,Junagadh,8.0,Mendarda,1051.0,86.0,18.0,104.0,9.9
Saurashtra,Junagadh,9.0,Vanthali,1067.0,87.0,3.0,90.0,8.43
Saurashtra,Junagadh,10.0,Visavadar,1266.0,82.0,0.0,82.0,6.48
Saurashtra,Junagadh,,Junagadh District Avg,1031.0,71.6,12.4,84.0,8.15
Saurashtra,Morbi,1.0,Halvad,497.0,99.0,66.0,165.0,33.2
Saurashtra,Morbi,2.0,Maliya,498.0,51.0,68.0,119.0,23.9
Saurashtra,Morbi,9.0,Thangadh,630.0,149.0,121.0,270.0,42.86
Saurashtra,Porbandar,1.0,Kutiyana,850.0,17.0,3.0,20.0,2.35
Saurashtra,Porbandar,2.0,Porbandar,786.0,57.0,30.0,87.0,11.07
Saurashtra,Porbandar,3.0,Ranavav,864.0,11.0,28.0,39.0,4.51
Saurashtra,Porbandar,,Porbandar District Avg,833.0,28.3,20.3,48.7,5.84
Saurashtra,Rajkot,1.0,Dhoraji,812.0,50.0,4.0,54.0,6.65
Saurashtra,Rajkot,2.0,Gondal,785.0,176.0,0.0,176.0,22.42
Saurashtra,Rajkot,3.0,Jamkandorna,743.0,56.0,2.0,58.0,7.81
Saurashtra,Rajkot,3.0,Morbi,666.0,127.0,59.0,186.0,27.93
Saurashtra,Rajkot,4.0,Jasdan,579.0,118.0,2.0,120.0,20.73
Saurashtra,Rajkot,4.0,Tankara,664.0,125.0,29.0,154.0,23.19
Saurashtra,Rajkot,5.0,Jetpur,763.0,131.0,6.0,137.0,17.96
Saurashtra,Rajkot,5.0,Wankaner,545.0,113.0,56.0,169.0,31.01
Saurashtra,Rajkot,6.0,Kotda Sangani,785.0,86.0,4.0,90.0,11.46
Saurashtra,Rajkot,7.0,Lodhika,781.0,115.0,22.0,137.0,17.54
Saurashtra,Rajkot,8.0,Paddhari,552.0,28.0,19.0,47.0,8.51
Saurashtra,Rajkot,9.0,Rajkot,840.0,128.0,35.0,163.0,19.4
Saurashtra,Rajkot,10.0,Upleta,847.0,58.0,5.0,63.0,7.44
Saurashtra,Rajkot,11.0,Vinchhiya,547.0,153.0,1.0,154.0,28.15
Saurashtra,Rajkot,,Rajkot District Avg,730.0,99.9,9.1,109.0,14.92
Saurashtra,Saurashtra Region,,Saurashtra Region Avg,748.0,110.89,32.51,143.4,19.18
Saurashtra,Surendranagar,1.0,Chotila,686.0,194.0,57.0,251.0,36.59
Saurashtra,Surendranagar,2.0,Chuda,600.0,109.0,96.0,205.0,34.17
Saurashtra,Surendranagar,3.0,Dasada,582.0,101.0,2.0,103.0,17.7
Saurashtra,Surendranagar,4.0,Dhrangadhra,549.0,59.0,18.0,77.0,14.03
Saurashtra,Surendranagar,5.0,Lakhtar,602.0,87.0,17.0,104.0,17.28
Saurashtra,Surendranagar,6.0,Limbdi,622.0,69.0,34.0,103.0,16.56
Saurashtra,Surendranagar,7.0,Muli,530.0,140.0,135.0,275.0,51.89
Saurashtra,Surendranagar,8.0,Sayla,544.0,127.0,160.0,287.0,52.76
Saurashtra,Surendranagar,10.0,Wadhwan,625.0,98.0,57.0,155.0,24.8
Saurashtra,Surendranagar,,Surendranagar District Avg,597.0,113.3,69.7,183.0,30.65
South Gujarat,Bharuch,1.0,Amod,490.0,48.0,12.0,60.0,12.24
South Gujarat,Bharuch,2.0,Anklesvar,788.0,89.0,6.0,95.0,12.06
South Gujarat,Bharuch,3.0,Bharuch,963.0,86.0,1.0,87.0,9.03
South Gujarat,Bharuch,4.0,Hansot,892.0,198.0,14.0,212.0,23.77
South Gujarat,Bharuch,5.0,Jambusar,543.0,67.0,17.0,84.0,15.47
South Gujarat,Bharuch,6.0,Jhagadia,726.0,45.0,13.0,58.0,7.99
South Gujarat,Bharuch,7.0,Netrang,861.0,62.0,8.0,70.0,8.13
South Gujarat,Bharuch,8.0,Vagra,787.0,101.0,20.0,121.0,15.37
South Gujarat,Bharuch,9.0,Valia,817.0,58.0,29.0,87.0,10.65
South Gujarat,Bharuch,,Bharuch District Avg,763.0,83.78,13.33,97.11,12.73
South Gujarat,Dang,1.0,Dang-Ahwa,2260.0,114.0,4.0,118.0,5.22
South Gujarat,Dang,3.0,Vaghai,2423.0,77.0,6.0,83.0,3.43
South Gujarat,Dang,,Dang District Avg,2283.0,86.67,4.67,91.33,4.0
South Gujarat,Dang,,State Average,882.0,69.72,22.67,92.39,10.46
South Gujarat,Narmada,1.0,Dediapada,1230.0,48.0,16.0,64.0,5.2
South Gujarat,Narmada,2.0,Garudeshwar,989.0,6.0,20.0,26.0,2.63
South Gujarat,Narmada,3.0,Nandod,1004.0,9.0,27.0,36.0,3.59
South Gujarat,Narmada,4.0,Sagbara,1189.0,5.0,5.0,10.0,0.84
South Gujarat,Narmada,5.0,Tilakwada,1057.0,26.0,11.0,37.0,3.5
South Gujarat,Narmada,,Narmada District Avg,1094.0,18.8,15.8,34.6,3.16
South Gujarat,Navsari,1.0,Chikhli,1880.0,90.0,29.0,119.0,6.33
South Gujarat,Navsari,2.0,Gandevi,1867.0,66.0,5.0,71.0,3.8
South Gujarat,Navsari,3.0,Jalalpore,1722.0,70.0,13.0,83.0,4.82
South Gujarat,Navsari,4.0,Khergam,1988.0,65.0,35.0,100.0,5.03
South Gujarat,Navsari,5.0,Navsari,1809.0,80.0,14.0,94.0,5.2
South Gujarat,Navsari,6.0,Vansada,1939.0,45.0,21.0,66.0,3.4
South Gujarat,Navsari,,Navsari District Avg,1868.0,69.33,19.5,88.83,4.76
South Gujarat,South Gujarat Region,,South Gujarat Region Avg,1490.0,66.54,14.61,81.15,5.45
South Gujarat,Surat,1.0,Bardoli,1479.0,50.0,15.0,65.0,4.39
South Gujarat,Surat,2.0,Chorasi,1323.0,24.0,17.0,41.0,3.1
South Gujarat,Surat,3.0,Kamrej,1450.0,93.0,14.0,107.0,7.38
South Gujarat,Surat,4.0,Mahuva,1624.0,32.0,11.0,43.0,2.65
South Gujarat,Surat,5.0,Mandvi,1510.0,40.0,8.0,48.0,3.18
South Gujarat,Surat,5.0,Vyara,1680.0,63.0,0.0,63.0,3.75
South Gujarat,Surat,6.0,Mangrol,1415.0,92.0,2.0,94.0,6.64
South Gujarat,Surat,7.0,Olpad,1051.0,101.0,3.0,104.0,9.9
South Gujarat,Surat,8.0,Palsana,1483.0,39.0,19.0,58.0,3.91
South Gujarat,Surat,9.0,Surat City,1430.0,61.0,20.0,81.0,5.66
South Gujarat,Surat,10.0,Umarpada,1918.0,112.0,31.0,143.0,7.46
South Gujarat,Surat,,Surat District Avg,1468.0,64.4,14.0,78.4,5.34
South Gujarat,Tapi,1.0,Nizar,899.0,7.0,3.0,10.0,1.11
South Gujarat,Tapi,2.0,Songadh,1754.0,47.0,4.0,51.0,2.91
South Gujarat,Tapi,2.0,Subir,2167.0,69.0,4.0,73.0,3.37
South Gujarat,Tapi,3.0,Uchchhal,1001.0,20.0,0.0,20.0,2.0
South Gujarat,Tapi,4.0,Valod,1521.0,70.0,3.0,73.0,4.8
South Gujarat,Tapi,6.0,Dolvan,1785.0,118.0,34.0,152.0,8.52
South Gujarat,Tapi,7.0,Kukarmunda,931.0,29.0,5.0,34.0,3.65
South Gujarat,Tapi,,Tapi District Avg,1367.0,50.57,7.0,57.57,4.21
South Gujarat,Valsad,1.0,Dharampur,2443.0,31.0,16.0,47.0,1.92
South Gujarat,Valsad,2.0,Kaprada,2917.0,95.0,27.0,122.0,4.18
South Gujarat,Valsad,3.0,Pardi,2188.0,46.0,18.0,64.0,2.93
South Gujarat,Valsad,4.0,Umbergaon,1979.0,225.0,41.0,266.0,13.44
South Gujarat,Valsad,5.0,Valsad,2080.0,70.0,27.0,97.0,4.66
South Gujarat,Valsad,6.0,Vapi,2277.0,72.0,24.0,96.0,4.22
South Gujarat,Valsad,,Valsad District Avg,2314.0,89.83,25.5,115.33,4.98
