region,district,sr_no,taluka,avg_rain_1995_2024,rain_till_yesterday,rain_last_24hrs,total_rainfall,percent_against_avg
North Gujarat,Gandhinagar,,Dehgam,810.0,45.0,0.0,45.0,5.56
North Gujarat,Gandhinagar,,Gandhinagar,695.0,11.0,0.0,11.0,1.58
North Gujarat,Gandhinagar,,Gandhinagar District Avg,768.0,21.3,0.0,21.3,2.77
North Gujarat,Gandhinagar,,Kalol(Gandhinagar),774.0,7.0,0.0,7.0,0.9
North Gujarat,Gandhinagar,,Mansa,792.0,22.0,0.0,22.0,2.78
North Gujarat,Mahesana,,Becharaji,701.0,7.0,0.0,7.0,1.0
North Gujarat,Mahesana,,Jotana,767.0,5.0,0.0,5.0,0.65
North Gujarat,Mahesana,,Kadi,834.0,21.0,1.0,22.0,2.64
North Gujarat,Mahesana,,Kheralu,639.0,30.0,0.0,30.0,4.69
North Gujarat,Mahesana,,Mahesana,806.0,1.0,0.0,1.0,0.12
North Gujarat,Mahesana,,Mahesana District Avg,727.0,7.9,3.1,11.0,1.51
North Gujarat,Mahesana,,Satlasana,728.0,0.0,28.0,28.0,3.85
North Gujarat,Mahesana,,Unjha,718.0,6.0,2.0,8.0,1.11
North Gujarat,Mahesana,,Vadnagar,599.0,5.0,0.0,5.0,0.83
North Gujarat,Mahesana,,Vijapur,817.0,1.0,0.0,1.0,0.12
North Gujarat,Mahesana,,Visnagar,656.0,3.0,0.0,3.0,0.46
North Gujarat,North Gujarat Region,,North Gujarat Region Avg,719.0,16.0,4.0,20.0,2.78
North Gujarat,Patan,1.0,Chanasma,502.0,3.0,0.0,3.0,0.6
North Gujarat,Patan,2.0,Harij,587.0,22.0,0.0,22.0,3.75
North Gujarat,Patan,3.0,Patan,706.0,22.0,0.0,22.0,3.12
North Gujarat,Patan,4.0,Radhanpur,671.0,7.0,0.0,7.0,1.04
North Gujarat,Patan,5.0,Sami,520.0,46.0,0.0,46.0,8.85
North Gujarat,Patan,6.0,Santalpur,454.0,40.0,0.0,40.0,8.81
North Gujarat,Patan,7.0,Sarswati,699.0,13.0,0.0,13.0,1.86
North Gujarat,Patan,8.0,Shankheshvar,513.0,30.0,0.0,30.0,5.85
North Gujarat,Patan,9.0,Sidhpur,766.0,0.0,7.0,7.0,0.91
North Gujarat,Patan,,Patan District Avg,602.0,20.3,0.8,21.1,3.5
North Gujarat,Sabarkantha,,Himatnagar,854.0,6.0,0.0,6.0,0.7
North Gujarat,Sabarkantha,,Idar,967.0,75.0,0.0,75.0,7.76
North Gujarat,Sabarkantha,,Khedbrahma,821.0,7.0,1.0,8.0,0.97
North Gujarat,Sabarkantha,,Poshina,830.0,0.0,12.0,12.0,1.45
North Gujarat,Sabarkantha,,Prantij,855.0,18.0,0.0,18.0,2.11
North Gujarat,Sabarkantha,,Sabarkantha District Avg,854.0,23.9,4.6,28.5,3.34
North Gujarat,Sabarkantha,,Talod,825.0,37.0,0.0,37.0,4.48
North Gujarat,Sabarkantha,,Vadali,850.0,28.0,19.0,47.0,5.53
North Gujarat,Sabarkantha,,Vijaynagar,832.0,20.0,5.0,25.0,3.0
Saurashtra,Amreli,1.0,Amreli,704.0,8.0,9.0,17.0,2.41
Saurashtra,Amreli,2.0,Babra,688.0,71.0,0.0,71.0,10.32
Saurashtra,Amreli,3.0,Bagasara,724.0,5.0,4.0,9.0,1.24
Saurashtra,Amreli,4.0,Dhari,629.0,1.0,1.0,2.0,0.32
Saurashtra,Amreli,5.0,Jafrabad,681.0,0.0,4.0,4.0,0.59
Saurashtra,Amreli,7.0,Lathi,646.0,9.0,0.0,9.0,1.39
Saurashtra,Amreli,8.0,Lilia,657.0,7.0,0.0,7.0,1.07
Saurashtra,Amreli,9.0,Rajula,719.0,0.0,18.0,18.0,2.5
Saurashtra,Amreli,10.0,Savar kundla,694.0,0.0,17.0,17.0,2.45
Saurashtra,Amreli,11.0,Kunkavav Vadia,707.0,41.0,6.0,47.0,6.65
Saurashtra,Amreli,,Amreli District Avg,685.0,12.91,11.27,24.18,3.53
Saurashtra,Bhavnagar,1.0,Bhavnagar,762.0,3.0,14.0,17.0,2.0
Saurashtra,Bhavnagar,2.0,Gariadhar,458.0,5.0,4.0,9.0,1.97
Saurashtra,Bhavnagar,3.0,Ghogha,630.0,0.0,24.0,24.0,3.81
Saurashtra,Bhavnagar,4.0,Jesar,649.0,0.0,3.0,3.0,0.46
Saurashtra,Bhavnagar,5.0,Mahuva (Bhavnagar),688.0,0.0,18.0,18.0,2.62
Saurashtra,Bhavnagar,6.0,Palitana,608.0,5.0,18.0,23.0,3.78
Saurashtra,Bhavnagar,7.0,Shihor,645.0,9.0,79.0,88.0,13.64
Saurashtra,Bhavnagar,8.0,Talaja,569.0,0.0,0.0,0.0,0.0
Saurashtra,Bhavnagar,9.0,Umrala,614.0,2.0,7.0,9.0,1.47
Saurashtra,Bhavnagar,10.0,Vallabhipur,655.0,0.0,49.0,49.0,7.48
Saurashtra,Bhavnagar,,Bhavnagar District Avg,628.0,2.4,21.6,24.0,3.82
Saurashtra,Botad,1.0,Botad,625.0,56.0,6.0,62.0,9.92
Saurashtra,Botad,2.0,Barwala,682.0,33.0,7.0,40.0,5.87
Saurashtra,Botad,3.0,Gadhada,616.0,0.0,2.0,2.0,0.32
Saurashtra,Botad,4.0,Ranpur,637.0,11.0,7.0,18.0,2.83
Saurashtra,Botad,,Botad District Avg,640.0,25.0,5.5,30.5,4.77
Saurashtra,Devbhumi Dwarka,1.0,Bhanvad,777.0,0.0,0.0,0.0,0.0
Saurashtra,Devbhumi Dwarka,2.0,Dwarka,627.0,0.0,0.0,0.0,0.0
Saurashtra,Devbhumi Dwarka,3.0,Kalyanpur,939.0,0.0,0.0,0.0,0.0
Saurashtra,Devbhumi Dwarka,6.0,Khambha,684.0,0.0,65.0,65.0,9.5
Saurashtra,Gir Somnath,1.0,Gir Gadhada,924.0,0.0,0.0,0.0,0.0
Saurashtra,Gir Somnath,2.0,Kodinar,1065.0,0.0,22.0,22.0,2.07
Saurashtra,Gir Somnath,3.0,Sutrapada,991.0,0.0,1.0,1.0,0.1
Saurashtra,Gir Somnath,5.0,Una,929.0,0.0,0.0,0.0,0.0
Saurashtra,Gir Somnath,6.0,Patan-Veraval,994.0,2.0,0.0,2.0,0.2
Saurashtra,Gir Somnath,,Gir Somnath District Avg,1011.0,0.5,5.17,5.67,0.56
Saurashtra,Jamnagar,1.0,Dhrol,633.0,0.0,0.0,0.0,0.0
Saurashtra,Jamnagar,2.0,JamJodhpur,788.0,0.0,8.0,8.0,1.02
Saurashtra,Jamnagar,3.0,Jamnagar,824.0,0.0,0.0,0.0,0.0
Saurashtra,Jamnagar,4.0,Jodiya,683.0,0.0,3.0,3.0,0.44
Saurashtra,Jamnagar,4.0,Khambhalia,938.0,0.0,0.0,0.0,0.0
Saurashtra,Jamnagar,5.0,Kalavad,714.0,2.0,0.0,2.0,0.28
Saurashtra,Jamnagar,6.0,Lalpur,776.0,0.0,0.0,0.0,0.0
Saurashtra,Jamnagar,,Jamnagar District Avg,736.0,0.3,1.8,2.2,0.29
Saurashtra,Junagadh,1.0,Bhesan,783.0,8.0,5.0,13.0,1.66
Saurashtra,Junagadh,2.0,Junagadh,1070.0,0.0,27.0,27.0,2.52
Saurashtra,Junagadh,3.0,Junagadh City,1070.0,0.0,27.0,27.0,2.52
Saurashtra,Junagadh,4.0,Keshod,981.0,0.0,32.0,32.0,3.26
Saurashtra,Junagadh,4.0,Talala,1161.0,1.0,8.0,9.0,0.78
Saurashtra,Junagadh,5.0,Maliya Hatina,1118.0,0.0,4.0,4.0,0.36
Saurashtra,Junagadh,6.0,Manavadar,949.0,2.0,18.0,20.0,2.11
Saurashtra,Junagadh,7.0,Mangrol(Junagadh),955.0,0.0,0.0,0.0,0.0
Saurashtra,Junagadh,8.0,Mendarda,1051.0,0.0,35.0,35.0,3.33
Saurashtra,Junagadh,9.0,Vanthali,1067.0,0.0,32.0,32.0,3.0
Saurashtra,Junagadh,10.0,Visavadar,1266.0,0.0,34.0,34.0,2.69
Saurashtra,Junagadh,,Junagadh District Avg,1031.0,1.0,21.4,22.4,2.17
Saurashtra,Morbi,1.0,Halvad,497.0,10.0,0.0,10.0,2.01
Saurashtra,Morbi,2.0,Maliya,498.0,5.0,0.0,5.0,1.0
Saurashtra,Morbi,9.0,Thangadh,630.0,55.0,0.0,55.0,8.73
Saurashtra,Porbandar,1.0,Kutiyana,850.0,0.0,0.0,0.0,0.0
Saurashtra,Porbandar,2.0,Porbandar,786.0,0.0,0.0,0.0,0.0
Saurashtra,Porbandar,3.0,Ranavav,864.0,0.0,0.0,0.0,0.0
Saurashtra,Porbandar,,Porbandar District Avg,833.0,0.0,0.0,0.0,0.0
Saurashtra,Rajkot,1.0,Dhoraji,812.0,0.0,11.0,11.0,1.35
Saurashtra,Rajkot,2.0,Gondal,785.0,121.0,2.0,123.0,15.67
Saurashtra,Rajkot,3.0,Jamkandorna,743.0,22.0,0.0,22.0,2.96
Saurashtra,Rajkot,3.0,Morbi,666.0,3.0,0.0,3.0,0.45
Saurashtra,Rajkot,4.0,Jasdan,579.0,18.0,0.0,18.0,3.11
Saurashtra,Rajkot,4.0,Tankara,664.0,25.0,0.0,25.0,3.77
Saurashtra,Rajkot,5.0,Jetpur,763.0,41.0,2.0,43.0,5.64
Saurashtra,Rajkot,5.0,Wankaner,545.0,46.0,10.0,56.0,10.28
Saurashtra,Rajkot,6.0,Kotda Sangani,785.0,38.0,0.0,38.0,4.84
Saurashtra,Rajkot,7.0,Lodhika,781.0,53.0,0.0,53.0,6.79
Saurashtra,Rajkot,8.0,Paddhari,552.0,0.0,0.0,0.0,0.0
Saurashtra,Rajkot,9.0,Rajkot,840.0,76.0,0.0,76.0,9.05
Saurashtra,Rajkot,10.0,Upleta,847.0,0.0,2.0,2.0,0.24
Saurashtra,Rajkot,11.0,Vinchhiya,547.0,5.0,0.0,5.0,0.91
Saurashtra,Rajkot,,Rajkot District Avg,730.0,34.0,1.5,35.5,4.87
Saurashtra,Saurashtra Region,,Saurashtra Region Avg,748.0,14.48,8.26,22.74,3.04
Saurashtra,Surendranagar,1.0,Chotila,686.0,36.0,0.0,36.0,5.25
Saurashtra,Surendranagar,2.0,Chuda,600.0,5.0,5.0,10.0,1.67
Saurashtra,Surendranagar,3.0,Dasada,582.0,75.0,0.0,75.0,12.89
Saurashtra,Surendranagar,4.0,Dhrangadhra,549.0,19.0,5.0,24.0,4.37
Saurashtra,Surendranagar,5.0,Lakhtar,602.0,59.0,0.0,59.0,9.8
Saurashtra,Surendranagar,6.0,Limbdi,622.0,32.0,6.0,38.0,6.11
Saurashtra,Surendranagar,7.0,Muli,530.0,48.0,0.0,48.0,9.06
Saurashtra,Surendranagar,8.0,Sayla,544.0,29.0,0.0,29.0,5.33
Saurashtra,Surendranagar,10.0,Wadhwan,625.0,56.0,0.0,56.0,8.96
Saurashtra,Surendranagar,,Surendranagar District Avg,597.0,41.4,1.6,43.0,7.2
South Gujarat,Bharuch,1.0,Amod,490.0,5.0,3.0,8.0,1.63
South Gujarat,Bharuch,2.0,Anklesvar,788.0,0.0,6.0,6.0,0.76
South Gujarat,Bharuch,3.0,Bharuch,963.0,8.0,16.0,24.0,2.49
South Gujarat,Bharuch,4.0,Hansot,892.0,25.0,35.0,60.0,6.73
South Gujarat,Bharuch,5.0,Jambusar,543.0,5.0,5.0,10.0,1.84
South Gujarat,Bharuch,6.0,Jhagadia,726.0,0.0,8.0,8.0,1.1
South Gujarat,Bharuch,7.0,Netrang,861.0,28.0,22.0,50.0,5.81
South Gujarat,Bharuch,8.0,Vagra,787.0,1.0,12.0,13.0,1.65
South Gujarat,Bharuch,9.0,Valia,817.0,10.0,25.0,35.0,4.28
South Gujarat,Bharuch,,Bharuch District Avg,763.0,9.11,14.67,23.78,3.12
South Gujarat,Dang,1.0,Dang-Ahwa,2260.0,26.0,83.0,109.0,4.82
South Gujarat,Dang,3.0,Vaghai,2423.0,13.0,55.0,68.0,2.81
South Gujarat,Dang,,Dang District Avg,2283.0,19.33,60.67,80.0,3.5
South Gujarat,Dang,,State Average,882.0,19.42,9.16,28.58,3.24
South Gujarat,Narmada,1.0,Dediapada,1230.0,23.0,11.0,34.0,2.76
South Gujarat,Narmada,2.0,Garudeshwar,989.0,4.0,2.0,6.0,0.61
South Gujarat,Narmada,3.0,Nandod,1004.0,2.0,1.0,3.0,0.3
South Gujarat,Narmada,4.0,Sagbara,1189.0,2.0,0.0,2.0,0.17
South Gujarat,Narmada,5.0,Tilakwada,1057.0,9.0,13.0,22.0,2.08
South Gujarat,Narmada,,Narmada District Avg,1094.0,8.0,5.4,13.4,1.23
South Gujarat,Navsari,1.0,Chikhli,1880.0,64.0,8.0,72.0,3.83
South Gujarat,Navsari,2.0,Gandevi,1867.0,42.0,7.0,49.0,2.62
South Gujarat,Navsari,3.0,Jalalpore,1722.0,42.0,7.0,49.0,2.85
South Gujarat,Navsari,4.0,Khergam,1988.0,23.0,22.0,45.0,2.26
South Gujarat,Navsari,5.0,Navsari,1809.0,41.0,13.0,54.0,2.99
South Gujarat,Navsari,6.0,Vansada,1939.0,10.0,10.0,20.0,1.03
South Gujarat,Navsari,,Navsari District Avg,1868.0,37.0,11.17,48.17,2.58
South Gujarat,South Gujarat Region,,South Gujarat Region Avg,1490.0,18.5,19.74,38.24,2.57
South Gujarat,Surat,1.0,Bardoli,1479.0,13.0,3.0,16.0,1.08
South Gujarat,Surat,2.0,Chorasi,1323.0,3.0,9.0,12.0,0.91
South Gujarat,Surat,3.0,Kamrej,1450.0,18.0,60.0,78.0,5.38
South Gujarat,Surat,4.0,Mahuva,1624.0,5.0,7.0,12.0,0.74
South Gujarat,Surat,5.0,Mandvi,1510.0,0.0,23.0,23.0,1.52
South Gujarat,Surat,5.0,Vyara,1680.0,33.0,0.0,33.0,1.96
South Gujarat,Surat,6.0,Mangrol,1415.0,3.0,57.0,60.0,4.24
South Gujarat,Surat,7.0,Olpad,1051.0,5.0,11.0,16.0,1.52
South Gujarat,Surat,8.0,Palsana,1483.0,3.0,7.0,10.0,0.67
South Gujarat,Surat,9.0,Surat City,1430.0,5.0,26.0,31.0,2.17
South Gujarat,Surat,10.0,Umarpada,1918.0,8.0,86.0,94.0,4.9
South Gujarat,Surat,,Surat District Avg,1468.0,6.3,28.9,35.2,2.4
South Gujarat,Tapi,1.0,Nizar,899.0,7.0,0.0,7.0,0.78
South Gujarat,Tapi,2.0,Songadh,1754.0,26.0,0.0,26.0,1.48
South Gujarat,Tapi,2.0,Subir,2167.0,19.0,44.0,63.0,2.91
South Gujarat,Tapi,3.0,Uchchhal,1001.0,7.0,11.0,18.0,1.8
South Gujarat,Tapi,4.0,Valod,1521.0,43.0,1.0,44.0,2.89
South Gujarat,Tapi,6.0,Dolvan,1785.0,42.0,26.0,68.0,3.81
South Gujarat,Tapi,7.0,Kukarmunda,931.0,27.0,0.0,27.0,2.9
South Gujarat,Tapi,,Tapi District Avg,1367.0,26.43,5.43,31.86,2.33
South Gujarat,Valsad,1.0,Dharampur,2443.0,24.0,4.0,28.0,1.15
South Gujarat,Valsad,2.0,Kaprada,2917.0,26.0,32.0,58.0,1.99
South Gujarat,Valsad,3.0,Pardi,2188.0,26.0,9.0,35.0,1.6
South Gujarat,Valsad,4.0,Umbergaon,1979.0,71.0,85.0,156.0,7.88
South Gujarat,Valsad,5.0,Valsad,2080.0,14.0,22.0,36.0,1.73
South Gujarat,Valsad,6.0,Vapi,2277.0,40.0,21.0,61.0,2.68
South Gujarat,Valsad,,Valsad District Avg,2314.0,33.5,28.83,62.33,2.69
