region,district,sr_no,taluka,avg_rain_1995_2024,rain_till_yesterday,rain_last_24hrs,total_rainfall,percent_against_avg
East-CENTRAL GUJARAT,Vadodara,,Vadodara District Avg,864.0,36.4,29.8,66.1,7.6
Kachchh,Kachchh,1.0,Abdasa,454.0,0.0,8.0,8.0,1.76
Kachchh,Kachchh,2.0,Anjar,542.0,0.0,9.0,9.0,1.66
Kachchh,Kachchh,3.0,Bhachau,476.0,7.0,14.0,21.0,4.41
Kachchh,Kachchh,4.0,Bhuj,459.0,0.0,30.0,30.0,6.54
Kachchh,Kachchh,5.0,Gandhidham,451.0,0.0,31.0,31.0,6.87
Kachchh,Kachchh,6.0,Lakhpat,365.0,0.0,0.0,0.0,0.0
Kachchh,Kachchh,7.0,Mandvi(Kachchh),538.0,0.0,81.0,81.0,15.06
Kachchh,Kachchh,8.0,Mundra,561.0,0.0,41.0,41.0,7.31
Kachchh,Kachchh,9.0,Nakhatrana,469.0,0.0,18.0,18.0,3.84
Kachchh,Kachchh,10.0,Rapar,517.0,97.0,0.0,97.0,18.76
Kachchh,Kachchh,,Kachchh District Avg,483.0,10.4,23.2,33.6,7.0
Kachchh,Kachchh Region,,Kachchh Region Avg,483.0,10.4,23.2,33.6,7.0
North Gujarat,Aravalli,,Aravalli District Avg,873.0,21.2,10.7,31.8,3.65
North Gujarat,Aravalli,,Bayad,873.0,32.0,7.0,39.0,4.47
North Gujarat,Aravalli,,Bhiloda,897.0,2.0,0.0,2.0,0.22
North Gujarat,Aravalli,,Dhansura,918.0,21.0,2.0,23.0,2.51
North Gujarat,Aravalli,,Malpur,777.0,18.0,12.0,30.0,3.86
North Gujarat,Aravalli,,Meghraj,882.0,31.0,8.0,39.0,4.42
North Gujarat,Aravalli,,Modasa,893.0,23.0,35.0,58.0,6.49
North Gujarat,Banaskantha,1.0,Amirgadh,801.0,2.0,49.0,51.0,6.37
North Gujarat,Banaskantha,2.0,Bhabhar,531.0,17.0,0.0,17.0,3.2
North Gujarat,Banaskantha,3.0,Danta,891.0,2.0,11.0,13.0,1.46
North Gujarat,Banaskantha,4.0,Dantiwada,652.0,5.0,8.0,13.0,1.99
North Gujarat,Banaskantha,5.0,Deesa,679.0,4.0,12.0,16.0,2.36
North Gujarat,Banaskantha,6.0,Deodar,563.0,21.0,0.0,21.0,3.73
North Gujarat,Banaskantha,7.0,Dhanera,597.0,24.0,0.0,24.0,4.02
North Gujarat,Banaskantha,8.0,Kankrej,492.0,11.0,1.0,12.0,2.44
North Gujarat,Banaskantha,9.0,Lakhani,586.0,13.0,8.0,21.0,3.58
North Gujarat,Banaskantha,10.0,Palanpur,770.0,75.0,2.0,77.0,10.0
North Gujarat,Banaskantha,11.0,Suigam,556.0,19.0,0.0,19.0,3.42
North Gujarat,Banaskantha,12.0,Tharad,442.0,28.0,0.0,28.0,6.33
North Gujarat,Banaskantha,13.0,Vadgam,772.0,28.0,5.0,33.0,4.27
North Gujarat,Banaskantha,14.0,Vav,499.0,30.0,0.0,30.0,6.01
North Gujarat,Banaskantha,,Banaskantha District Avg,631.0,19.93,6.86,26.79,4.25
North Gujarat,Gandhinagar,,Dehgam,810.0,45.0,15.0,60.0,7.41
North Gujarat,Gandhinagar,,Gandhinagar,695.0,11.0,2.0,13.0,1.87
North Gujarat,Gandhinagar,,Gandhinagar District Avg,768.0,21.3,10.3,31.5,4.1
North Gujarat,Gandhinagar,,Kalol(Gandhinagar),774.0,7.0,2.0,9.0,1.16
North Gujarat,Gandhinagar,,Mansa,792.0,22.0,22.0,44.0,5.56
North Gujarat,Mahesana,,Becharaji,701.0,7.0,2.0,9.0,1.28
North Gujarat,Mahesana,,Jotana,767.0,5.0,23.0,28.0,3.65
North Gujarat,Mahesana,,Kadi,834.0,22.0,20.0,42.0,5.04
North Gujarat,Mahesana,,Kheralu,639.0,30.0,2.0,32.0,5.01
North Gujarat,Mahesana,,Mahesana,806.0,1.0,19.0,20.0,2.48
North Gujarat,Mahesana,,Mahesana District Avg,727.0,11.0,10.9,21.9,3.01
North Gujarat,Mahesana,,Satlasana,728.0,28.0,5.0,33.0,4.53
North Gujarat,Mahesana,,Unjha,718.0,8.0,1.0,9.0,1.25
North Gujarat,Mahesana,,Vadnagar,599.0,5.0,2.0,7.0,1.17
North Gujarat,Mahesana,,Vijapur,817.0,1.0,16.0,17.0,2.08
North Gujarat,Mahesana,,Visnagar,656.0,3.0,19.0,22.0,3.35
North Gujarat,North Gujarat Region,,North Gujarat Region Avg,719.0,20.0,7.0,27.0,3.8
North Gujarat,Patan,1.0,Chanasma,502.0,3.0,0.0,3.0,0.6
North Gujarat,Patan,2.0,Harij,587.0,22.0,0.0,22.0,3.75
North Gujarat,Patan,3.0,Patan,706.0,22.0,0.0,22.0,3.12
North Gujarat,Patan,4.0,Radhanpur,671.0,7.0,0.0,7.0,1.04
North Gujarat,Patan,5.0,Sami,520.0,46.0,0.0,46.0,8.85
North Gujarat,Patan,6.0,Santalpur,454.0,40.0,0.0,40.0,8.81
North Gujarat,Patan,7.0,Sarswati,699.0,13.0,0.0,13.0,1.86
North Gujarat,Patan,8.0,Shankheshvar,513.0,30.0,1.0,31.0,6.04
North Gujarat,Patan,9.0,Sidhpur,766.0,7.0,0.0,7.0,0.91
North Gujarat,Patan,,Patan District Avg,602.0,21.1,0.1,21.2,3.5
North Gujarat,Sabarkantha,,Himatnagar,854.0,6.0,16.0,22.0,2.58
North Gujarat,Sabarkantha,,Idar,967.0,75.0,0.0,75.0,7.76
North Gujarat,Sabarkantha,,Khedbrahma,821.0,8.0,0.0,8.0,0.97
North Gujarat,Sabarkantha,,Poshina,830.0,12.0,0.0,12.0,1.45
North Gujarat,Sabarkantha,,Prantij,855.0,18.0,8.0,26.0,3.04
North Gujarat,Sabarkantha,,Sabarkantha District Avg,854.0,28.5,7.8,36.3,4.24
North Gujarat,Sabarkantha,,Talod,825.0,37.0,32.0,69.0,8.36
North Gujarat,Sabarkantha,,Vadali,850.0,47.0,6.0,53.0,6.24
North Gujarat,Sabarkantha,,Vijaynagar,832.0,25.0,0.0,25.0,3.0
Saurashtra,Amreli,1.0,Amreli,704.0,17.0,172.0,189.0,26.85
Saurashtra,Amreli,2.0,Babra,688.0,71.0,121.0,192.0,27.91
Saurashtra,Amreli,3.0,Bagasara,724.0,9.0,65.0,74.0,10.22
Saurashtra,Amreli,4.0,Dhari,629.0,2.0,48.0,50.0,7.95
Saurashtra,Amreli,5.0,Jafrabad,681.0,4.0,43.0,47.0,6.9
Saurashtra,Amreli,7.0,Lathi,646.0,9.0,82.0,91.0,14.09
Saurashtra,Amreli,8.0,Lilia,657.0,7.0,171.0,178.0,27.09
Saurashtra,Amreli,9.0,Rajula,719.0,18.0,188.0,206.0,28.65
Saurashtra,Amreli,10.0,Savar kundla,694.0,17.0,254.0,271.0,39.05
Saurashtra,Amreli,11.0,Kunkavav Vadia,707.0,47.0,70.0,117.0,16.55
Saurashtra,Amreli,,Amreli District Avg,685.0,24.18,119.73,143.91,21.01
Saurashtra,Bhavnagar,1.0,Bhavnagar,762.0,17.0,88.0,105.0,14.0
Saurashtra,Bhavnagar,2.0,Gariadhar,458.0,9.0,150.0,159.0,34.72
Saurashtra,Bhavnagar,3.0,Ghogha,630.0,24.0,61.0,85.0,13.49
Saurashtra,Bhavnagar,4.0,Jesar,649.0,3.0,272.0,275.0,42.37
Saurashtra,Bhavnagar,5.0,Mahuva (Bhavnagar),688.0,18.0,229.0,247.0,35.9
Saurashtra,Bhavnagar,6.0,Palitana,608.0,23.0,301.0,324.0,53.29
Saurashtra,Bhavnagar,7.0,Shihor,645.0,88.0,294.0,382.0,59.22
Saurashtra,Bhavnagar,8.0,Talaja,569.0,0.0,155.0,155.0,27.24
Saurashtra,Bhavnagar,9.0,Umrala,614.0,9.0,265.0,274.0,44.63
Saurashtra,Bhavnagar,10.0,Vallabhipur,655.0,49.0,160.0,209.0,31.91
Saurashtra,Bhavnagar,,Bhavnagar District Avg,628.0,24.0,197.5,221.5,35.28
Saurashtra,Botad,1.0,Botad,625.0,62.0,280.0,342.0,54.72
Saurashtra,Botad,2.0,Barwala,682.0,40.0,65.0,105.0,15.4
Saurashtra,Botad,3.0,Gadhada,616.0,2.0,352.0,354.0,57.47
Saurashtra,Botad,4.0,Ranpur,637.0,18.0,42.0,60.0,9.42
Saurashtra,Botad,,Botad District Avg,640.0,30.5,184.75,215.25,33.63
Saurashtra,Devbhumi Dwarka,1.0,Bhanvad,777.0,0.0,44.0,44.0,5.66
Saurashtra,Devbhumi Dwarka,2.0,Dwarka,627.0,0.0,50.0,50.0,7.97
Saurashtra,Devbhumi Dwarka,3.0,Kalyanpur,939.0,0.0,67.0,67.0,7.14
Saurashtra,Devbhumi Dwarka,6.0,Khambha,684.0,65.0,103.0,168.0,24.56
Saurashtra,Gir Somnath,1.0,Gir Gadhada,924.0,0.0,27.0,27.0,2.92
Saurashtra,Gir Somnath,2.0,Kodinar,1065.0,22.0,33.0,55.0,5.16
Saurashtra,Gir Somnath,3.0,Sutrapada,991.0,1.0,52.0,53.0,5.35
Saurashtra,Gir Somnath,5.0,Una,929.0,0.0,58.0,58.0,6.24
Saurashtra,Gir Somnath,6.0,Patan-Veraval,994.0,2.0,26.0,28.0,2.82
Saurashtra,Gir Somnath,,Gir Somnath District Avg,1011.0,5.67,40.67,46.33,4.58
Saurashtra,Jamnagar,1.0,Dhrol,633.0,0.0,34.0,34.0,5.37
Saurashtra,Jamnagar,2.0,JamJodhpur,788.0,8.0,28.0,36.0,4.57
Saurashtra,Jamnagar,3.0,Jamnagar,824.0,0.0,21.0,21.0,2.55
Saurashtra,Jamnagar,4.0,Jodiya,683.0,3.0,46.0,49.0,7.17
Saurashtra,Jamnagar,4.0,Khambhalia,938.0,0.0,28.0,28.0,2.99
Saurashtra,Jamnagar,5.0,Kalavad,714.0,2.0,29.0,31.0,4.34
Saurashtra,Jamnagar,6.0,Lalpur,776.0,0.0,26.0,26.0,3.35
Saurashtra,Jamnagar,,Jamnagar District Avg,736.0,2.2,30.7,32.8,4.46
Saurashtra,Junagadh,1.0,Bhesan,783.0,13.0,66.0,79.0,10.09
Saurashtra,Junagadh,2.0,Junagadh,1070.0,27.0,91.0,118.0,11.03
Saurashtra,Junagadh,3.0,Junagadh City,1070.0,27.0,91.0,118.0,11.03
Saurashtra,Junagadh,4.0,Keshod,981.0,32.0,29.0,61.0,6.22
Saurashtra,Junagadh,4.0,Talala,1161.0,9.0,48.0,57.0,4.91
Saurashtra,Junagadh,5.0,Maliya Hatina,1118.0,4.0,25.0,29.0,2.59
Saurashtra,Junagadh,6.0,Manavadar,949.0,20.0,22.0,42.0,4.43
Saurashtra,Junagadh,7.0,Mangrol(Junagadh),955.0,0.0,14.0,14.0,1.47
Saurashtra,Junagadh,8.0,Mendarda,1051.0,35.0,51.0,86.0,8.18
Saurashtra,Junagadh,9.0,Vanthali,1067.0,32.0,55.0,87.0,8.15
Saurashtra,Junagadh,10.0,Visavadar,1266.0,34.0,48.0,82.0,6.48
Saurashtra,Junagadh,,Junagadh District Avg,1031.0,22.4,49.2,71.6,6.94
Saurashtra,Morbi,1.0,Halvad,497.0,10.0,89.0,99.0,19.92
Saurashtra,Morbi,2.0,Maliya,498.0,5.0,46.0,51.0,10.24
Saurashtra,Morbi,9.0,Thangadh,630.0,55.0,94.0,149.0,23.65
Saurashtra,Porbandar,1.0,Kutiyana,850.0,0.0,17.0,17.0,2.0
Saurashtra,Porbandar,2.0,Porbandar,786.0,0.0,57.0,57.0,7.25
Saurashtra,Porbandar,3.0,Ranavav,864.0,0.0,11.0,11.0,1.27
Saurashtra,Porbandar,,Porbandar District Avg,833.0,0.0,28.3,28.3,3.4
Saurashtra,Rajkot,1.0,Dhoraji,812.0,11.0,39.0,50.0,6.16
Saurashtra,Rajkot,2.0,Gondal,785.0,123.0,53.0,176.0,22.42
Saurashtra,Rajkot,3.0,Jamkandorna,743.0,22.0,34.0,56.0,7.54
Saurashtra,Rajkot,3.0,Morbi,666.0,3.0,124.0,127.0,19.07
Saurashtra,Rajkot,4.0,Jasdan,579.0,18.0,100.0,118.0,20.38
Saurashtra,Rajkot,4.0,Tankara,664.0,25.0,100.0,125.0,18.83
Saurashtra,Rajkot,5.0,Jetpur,763.0,43.0,88.0,131.0,17.17
Saurashtra,Rajkot,5.0,Wankaner,545.0,56.0,57.0,113.0,20.73
Saurashtra,Rajkot,6.0,Kotda Sangani,785.0,38.0,48.0,86.0,10.96
Saurashtra,Rajkot,7.0,Lodhika,781.0,53.0,62.0,115.0,14.72
Saurashtra,Rajkot,8.0,Paddhari,552.0,0.0,28.0,28.0,5.07
Saurashtra,Rajkot,9.0,Rajkot,840.0,76.0,52.0,128.0,15.24
Saurashtra,Rajkot,10.0,Upleta,847.0,2.0,56.0,58.0,6.85
Saurashtra,Rajkot,11.0,Vinchhiya,547.0,5.0,148.0,153.0,27.97
Saurashtra,Rajkot,,Rajkot District Avg,730.0,35.5,64.4,99.9,13.68
Saurashtra,Saurashtra Region,,Saurashtra Region Avg,748.0,22.74,88.15,110.89,14.83
Saurashtra,Surendranagar,1.0,Chotila,686.0,36.0,158.0,194.0,28.28
Saurashtra,Surendranagar,2.0,Chuda,600.0,10.0,99.0,109.0,18.17
Saurashtra,Surendranagar,3.0,Dasada,582.0,75.0,26.0,101.0,17.35
Saurashtra,Surendranagar,4.0,Dhrangadhra,549.0,24.0,35.0,59.0,10.75
Saurashtra,Surendranagar,5.0,Lakhtar,602.0,59.0,28.0,87.0,14.45
Saurashtra,Surendranagar,6.0,Limbdi,622.0,38.0,31.0,69.0,11.09
Saurashtra,Surendranagar,7.0,Muli,530.0,48.0,92.0,140.0,26.42
Saurashtra,Surendranagar,8.0,Sayla,544.0,29.0,98.0,127.0,23.35
Saurashtra,Surendranagar,10.0,Wadhwan,625.0,56.0,42.0,98.0,15.68
Saurashtra,Surendranagar,,Surendranagar District Avg,597.0,43.0,70.3,113.3,18.98
South Gujarat,Bharuch,1.0,Amod,490.0,8.0,40.0,48.0,9.8
South Gujarat,Bharuch,2.0,Anklesvar,788.0,6.0,83.0,89.0,11.29
South Gujarat,Bharuch,3.0,Bharuch,963.0,24.0,62.0,86.0,8.93
South Gujarat,Bharuch,4.0,Hansot,892.0,60.0,138.0,198.0,22.2
South Gujarat,Bharuch,5.0,Jambusar,543.0,10.0,57.0,67.0,12.34
South Gujarat,Bharuch,6.0,Jhagadia,726.0,8.0,37.0,45.0,6.2
South Gujarat,Bharuch,7.0,Netrang,861.0,50.0,12.0,62.0,7.2
South Gujarat,Bharuch,8.0,Vagra,787.0,13.0,88.0,101.0,12.83
South Gujarat,Bharuch,9.0,Valia,817.0,35.0,23.0,58.0,7.1
South Gujarat,Bharuch,,Bharuch District Avg,763.0,23.78,60.0,83.78,10.98
South Gujarat,Dang,1.0,Dang-Ahwa,2260.0,109.0,5.0,114.0,5.04
South Gujarat,Dang,3.0,Vaghai,2423.0,68.0,9.0,77.0,3.18
South Gujarat,Dang,,Dang District Avg,2283.0,80.0,6.67,86.67,3.8
South Gujarat,Dang,,State Average,882.0,28.58,41.14,69.72,7.9
South Gujarat,Narmada,1.0,Dediapada,1230.0,34.0,14.0,48.0,3.9
South Gujarat,Narmada,2.0,Garudeshwar,989.0,6.0,0.0,6.0,0.61
South Gujarat,Narmada,3.0,Nandod,1004.0,3.0,6.0,9.0,0.9
South Gujarat,Narmada,4.0,Sagbara,1189.0,2.0,3.0,5.0,0.42
South Gujarat,Narmada,5.0,Tilakwada,1057.0,22.0,4.0,26.0,2.46
South Gujarat,Narmada,,Narmada District Avg,1094.0,13.4,5.4,18.8,1.72
South Gujarat,Navsari,1.0,Chikhli,1880.0,72.0,18.0,90.0,4.79
South Gujarat,Navsari,2.0,Gandevi,1867.0,49.0,17.0,66.0,3.54
South Gujarat,Navsari,3.0,Jalalpore,1722.0,49.0,21.0,70.0,4.07
South Gujarat,Navsari,4.0,Khergam,1988.0,45.0,20.0,65.0,3.27
South Gujarat,Navsari,5.0,Navsari,1809.0,54.0,26.0,80.0,4.42
South Gujarat,Navsari,6.0,Vansada,1939.0,20.0,25.0,45.0,2.32
South Gujarat,Navsari,,Navsari District Avg,1868.0,48.17,21.17,69.33,3.71
South Gujarat,South Gujarat Region,,South Gujarat Region Avg,1490.0,38.24,28.3,66.54,4.47
South Gujarat,Surat,1.0,Bardoli,1479.0,16.0,34.0,50.0,3.38
South Gujarat,Surat,2.0,Chorasi,1323.0,12.0,12.0,24.0,1.81
South Gujarat,Surat,3.0,Kamrej,1450.0,78.0,15.0,93.0,6.41
South Gujarat,Surat,4.0,Mahuva,1624.0,12.0,20.0,32.0,1.97
South Gujarat,Surat,5.0,Mandvi,1510.0,23.0,17.0,40.0,2.65
South Gujarat,Surat,5.0,Vyara,1680.0,33.0,30.0,63.0,3.75
South Gujarat,Surat,6.0,Mangrol,1415.0,60.0,32.0,92.0,6.5
South Gujarat,Surat,7.0,Olpad,1051.0,16.0,85.0,101.0,9.61
South Gujarat,Surat,8.0,Palsana,1483.0,10.0,29.0,39.0,2.63
South Gujarat,Surat,9.0,Surat City,1430.0,31.0,30.0,61.0,4.27
South Gujarat,Surat,10.0,Umarpada,1918.0,94.0,18.0,112.0,5.84
South Gujarat,Surat,,Surat District Avg,1468.0,35.2,29.2,64.4,4.39
South Gujarat,Tapi,1.0,Nizar,899.0,7.0,0.0,7.0,0.78
South Gujarat,Tapi,2.0,Songadh,1754.0,26.0,21.0,47.0,2.68
South Gujarat,Tapi,2.0,Subir,2167.0,63.0,6.0,69.0,3.18
South Gujarat,Tapi,3.0,Uchchhal,1001.0,18.0,2.0,20.0,2.0
South Gujarat,Tapi,4.0,Valod,1521.0,44.0,26.0,70.0,4.6
South Gujarat,Tapi,6.0,Dolvan,1785.0,68.0,50.0,118.0,6.61
South Gujarat,Tapi,7.0,Kukarmunda,931.0,27.0,2.0,29.0,3.11
South Gujarat,Tapi,,Tapi District Avg,1367.0,31.86,18.71,50.57,3.7
South Gujarat,Valsad,1.0,Dharampur,2443.0,28.0,3.0,31.0,1.27
South Gujarat,Valsad,2.0,Kaprada,2917.0,58.0,37.0,95.0,3.26
South Gujarat,Valsad,3.0,Pardi,2188.0,35.0,11.0,46.0,2.1
South Gujarat,Valsad,4.0,Umbergaon,1979.0,156.0,69.0,225.0,11.37
South Gujarat,Valsad,5.0,Valsad,2080.0,36.0,34.0,70.0,3.37
South Gujarat,Valsad,6.0,Vapi,2277.0,61.0,11.0,72.0,3.16
South Gujarat,Valsad,,Valsad District Avg,2314.0,62.33,27.5,89.83,3.88
