SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
114,148,114,Rajkot,Gondal,Bhadar,Sau,G,97.54,107.9,103.97,188.14,187.91,0.23,62.06,61.83,0.23,32.99%,0,0,NIL,0,0,425
119,179,119,Rajkot,Gondal,Kabir-Sarovar,Sau,UG,28.04,32.45,28.2,6.49,6.21,0.28,0.36,0.08,0.28,5.55%,0,0,NIL,0,0,0
118,167,118,Rajkot,Gondal,Motisar,Sau,G,138.5,143,139.6,2.58,2.35,0.23,0.52,0.29,0.23,20.16%,0,0,NIL,0,0,0
113,156,113,Rajkot,Gondal,Veri,Sau,G,139.19,142.04,139.22,4.59,4.59,0.00,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
122,159,122,Rajkot,Jamkandorna,Phophal - I,Sau,UG,73.98,81.75,77.14,51.83,48.83,3.00,12.89,9.89,3.00,24.87%,0,0,NIL,0,0,35
61,174,61,Rajkot,Jasdan,Ghelo - S,Sau,UG,127.25,135.1,131.13,6.06,5.89,0.17,1.70,1.53,0.17,28.05%,0,0,NIL,0,0,0
109,177,109,Rajkot,Jasdan,Ishwaria,Sau,UG,151.5,157.3,153.95,5.25,4.85,0.40,1.61,1.21,0.40,30.67%,0,15,NIL,0,0,0
110,157,110,Rajkot,Jasdan,Karnuki,Sau,G,159,164.5,160.5,8.54,8.31,0.23,0.98,0.75,0.23,11.48%,0,15,NIL,0,0,0
120,165,120,Rajkot,Jetpur,Chhaparwadi-II,Sau,G,90.76,98.38,90.1,16.62,15.27,1.35,1.00,0.00,1.00,6.02%,0,0,NIL,0,0,0
117,169,117,Rajkot,Jetpur,Survo,Sau,G,92.15,99.85,96.2,13.90,13.66,0.24,3.54,3.30,0.24,25.47%,0,0,NIL,0,0,0
111,173,111,Rajkot,Kotada sangani,Gondali,Sau,UG,36.58,45.8,38.1,10.11,9.97,0.14,0.44,0.30,0.14,4.35%,0,0,NIL,0,0,0
108,155,108,Rajkot,Kotada sangani,Karmal,Sau,G,165,169,164.5,12.70,10.30,2.40,1.86,0.00,1.86,14.65%,0,0,NIL,0,0,0
112,175,112,Rajkot,Kotada sangani,Vachhapari,Sau,UG,38.4,43.89,39.62,6.12,5.58,0.54,1.16,0.62,0.54,18.95%,0,0,NIL,0,0,0
165,161,165,Rajkot,Lodhika,Nyari - I,Sau,G,96.85,104.5,102,35.36,33.62,1.74,16.15,14.41,1.74,45.67%,0,0,NIL,0,0,0
171,151,171,Rajkot,Paddhari,Aji-III,Sau,G,45,53.15,48.18,49.75,46.13,3.62,10.46,6.84,3.62,21.03%,0,0,NIL,0,0,140
167,170,167,Rajkot,Paddhari,Dondi,Sau,G,101,103.72,100.15,3.80,2.91,0.89,0.47,0.00,0.47,12.37%,0,0,NIL,0,0,0
172,168,172,Rajkot,Paddhari,Khodapipar,Sau,G,52.87,55.27,48.7,3.00,2.33,0.67,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
166,154,166,Rajkot,Paddhari,Nyari-II,Sau,G,82.2,88.5,86.8,12.25,11.52,0.73,6.88,6.14,0.73,56.16%,0,0,NIL,0,0,50
170,163,170,Rajkot,Rajkot,Aji - II,Sau,G,64.6,73.76,72.5,22.09,20.76,1.33,16.19,14.86,1.33,73.29%,0,0,WARNING,50,0,50
168,160,168,Rajkot,Rajkot,Aji-I,Sau,UG,138.68,147.52,145.89,26.43,25.99,0.44,17.09,16.65,0.44,64.66%,0,0,NIL,0,0,0
169,162,169,Rajkot,Rajkot,Lalpari,Sau,UG,132.89,137.46,135.9,5.11,5.11,0.00,2.42,2.42,0.00,47.36%,0,0,NIL,0,0,0
178,176,178,Rajkot,Rajkot,Phadangbeti,Sau,UG,185.67,189.25,185.95,5.89,5.37,0.52,0.67,0.15,0.52,11.38%,0,0,NIL,0,0,0
125,152,125,Rajkot,Upleta,Moj,Sau,G,59.14,72.54,68.09,36.69,36.69,0.00,10.38,10.38,0.00,28.29%,0,0,NIL,0,0,0
124,171,124,Rajkot,Upleta,Sodvadar,Sau,UG,69.65,76.7,71.45,4.84,4.58,0.26,0.55,0.29,0.26,11.36%,0,0,NIL,0,0,0
129,153,129,Rajkot,Upleta,Venu-II,Sau,G,49,55,48.76,22.58,18.80,3.78,3.51,0.00,3.51,15.54%,0,0,NIL,0,0,0
54,180,54,Rajkot,Vinchhiya,Dhari,Sau,UG,44.5,49.07,42,3.01,2.52,0.49,0.09,0.00,0.09,2.99%,0,0,NIL,0,0,0
62,181,62,Rajkot,Vinchhiya,Malgadh,Sau,UG,153.67,159.37,153.67,2.64,2.53,0.11,0.11,0.00,0.11,4.17%,0,0,NIL,0,0,0
33,28,33,Sabarkantha,Himatnagar,Guhai,NG,G,164.75,173,166.66,68.75,61.22,7.53,13.44,5.91,7.53,19.55%,0,4,NIL,0,0,0
31,197,31,Sabarkantha,Khedbrahma,Khedva,NG,G,253.6,259.7,252.6,7.63,6.68,0.95,1.55,0.60,0.95,20.31%,0,0,NIL,0,0,0
36,201,36,Sabarkantha,Talod,Gorathiya,NG,G,105.25,110.43,105.1,4.15,3.25,0.90,0.85,0.00,0.85,20.48%,0,10,NIL,0,0,0
37,32,37,Sabarkantha,Talod,Javanpura,NG,G,86.43,91,89.45,2.50,2.35,0.15,1.38,1.23,0.15,55.20%,0,0,NIL,0,0,0
30,33,30,Sabarkantha,Vijaynagar,Harnav-II,NG,G,317.5,332,324.6,21.67,19.97,1.70,7.76,6.06,1.70,35.81%,0,8,NIL,0,0,0
8,39,8,Surat,Mandvi,Lakhigam,SG,UG,67.1,74.1,70.8,4.26,4.06,0.20,1.56,1.36,0.20,36.62%,0,0,NIL,0,0,15
10,38,10,Surat,Mandvi,Ver-II,SG,G,101,115.8,101.2,31.88,31.72,0.16,0.20,0.04,0.16,0.63%,0,0,NIL,0,0,15
46,191,46,Surendranagar,Chotila,Morshal,Sau,UG,173.1,177,170.09,3.25,3.05,0.20,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
179,193,179,Surendranagar,Chotila,Triveni Thanga,Sau,UG,202.8,208,202,3.23,2.95,0.28,0.15,0.00,0.15,4.64%,0,0,NIL,0,0,0
50,188,50,Surendranagar,Chuda,Vansal,Sau,UG,98,100.7,99.65,3.97,3.33,0.64,2.22,1.58,0.64,55.92%,0,0,NIL,0,0,0
186,185,186,Surendranagar,Dhrangadhra,Falku,Sau,FG,102.05,107,101.65,13.02,12.69,0.33,0.24,0.00,0.24,1.84%,0,0,NIL,0,0,0
52,183,52,Surendranagar,Muli,Nyka,Sau,G,96.04,101.8,97.57,13.71,13.36,0.35,1.57,1.22,0.35,11.45%,0,0,NIL,25,0,0
51,192,51,Surendranagar,Muli,Saburi,Sau,UG,123.7,129.5,118.5,4.50,3.95,0.55,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
48,190,48,Surendranagar,Sayla,Lim-Bhogavo-I,Sau,UG,39.93,46.02,40.9,22.43,21.90,0.53,1.45,0.92,0.53,6.46%,0,15,NIL,0,0,0
47,186,47,Surendranagar,Sayla,Nimbmani,Sau,G,129.9,134.5,126.35,6.18,5.79,0.39,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
53,184,53,Surendranagar,Wadhwan,Dholidhaja,Sau,UG,74.37,80.47,80.36,20.39,18.69,1.70,19.79,18.09,1.70,97.06%,0,5,HIGHALERT,2830,0,2341
49,187,49,Surendranagar,Wadhwan,Lim-Bhogavo-II,Sau,G,72.05,76,73.4,15.17,13.00,2.17,4.49,2.32,2.17,29.60%,0,0,NIL,0,0,0
4,37,4,Tapi,Songadh,Doswada,SG,UG,114.6,123.44,121.9,3.43,3.33,0.10,2.15,2.05,0.10,62.68%,2,7,NIL,0,0,0
7,36,7,Tapi,Songadh,Ukai,SG,G,78.77,105.156,96.122,7414.29,6729.90,684.39,3189.80,2505.41,684.39,43.02%,4,4,NIL,0,6122,800
1,42,1,Valsad,Kaprada,Damanganga,SG,G,59.46,79.86,68.95,524.86,478.09,46.77,150.92,104.15,46.77,28.75%,21,34,NIL,0,212,100
,,,,,,,,,,,15804.28,14598.77,1205.50,6012.46,4848.45,1164.00,,,,,,,
