SrNo.,SchemeId,LocationId,District,Taluka,Name of Schemes,Region,Type,OSL,FRL,PWL,Design Storage in MCM,,,Present Storage in MCM,,,PercentageFilling %,RF,CRF,Type ofWarning,InflowinCusecs,OutflowRiverinCusecs,outflowCanalinCusecs
34,30,34,Arvalli,Bhiloda,Hathmati,NG,UG,170.69,180.75,177.03,152.84,149.39,3.45,47.88,44.43,3.45,31.33%,0,0,NIL,0,0,0
35,34,35,Arvalli,Bhiloda,Meshwo,NG,UG,202.39,214.59,209.54,53.13,49.97,3.16,24.77,21.61,3.16,46.62%,0,0,NIL,0,0,0
40,27,40,Arvalli,Malpur,Watrak,NG,G,126.03,136.25,132.39,158.20,134.79,23.41,78.42,55.01,23.41,49.57%,0,0,NIL,0,0,10
39,35,39,Arvalli,Meghraj,Waidy,NG,UG,190.85,199.2,194.57,9.28,8.70,0.58,2.84,2.26,0.58,30.60%,0,0,NIL,0,0,5
38,29,38,Arvalli,Modasa,Mazam,NG,G,150.77,157.1,154.65,43.86,36.58,7.28,22.74,15.46,7.28,51.85%,0,0,NIL,0,0,0
44,4,44,Banaskantha,Dantiwada,Dantiwada,NG,G,161.85,184.1,169.21,397.12,392.01,5.10,40.47,35.37,5.10,10.19%,0,0,NIL,0,0,0
43,5,43,Banaskantha,Dantiwada,Sipu,NG,G,176.4,186.43,174.17,161.43,145.37,16.06,7.90,0.00,7.90,4.89%,0,0,NIL,0,0,0
45,3,45,Banaskantha,Vadgam,Mukteshwar,NG,G,193.67,201.65,193.41,31.46,26.30,5.16,4.73,0.00,4.73,15.03%,0,0,NIL,0,0,0
9,7,9,Bharuch,Jhagadia,Dholi,SG,UG,124,136,133.5,14.17,12.56,1.61,10.07,8.46,1.61,71.07%,0,0,WARNING,0,0,0
11,9,11,Bharuch,Netrang,Baldeva,SG,UG,131.35,141.5,134.7,8.15,7.84,0.31,1.22,0.91,0.31,14.97%,0,0,NIL,0,0,35
12,10,12,Bharuch,Netrang,Pigut,SG,UG,130.6,139.7,132.95,7.52,7.27,0.25,0.89,0.64,0.25,11.84%,0,0,NIL,0,0,30
68,84,68,Bhavnagar,Bhavnagar,Lakhanka,Sau,G,34.98,44.22,37.4,3.68,3.68,0.00,0.05,0.05,0.00,1.36%,0,0,NIL,0,0,0
81,90,81,Bhavnagar,Mahuva,Bagad,Sau,UG,55.36,60.41,56.91,11.18,9.66,1.52,2.98,1.46,1.52,26.65%,0,0,NIL,0,0,0
83,81,83,Bhavnagar,Mahuva,Malan,Sau,G,93.9,104.25,101.73,11.44,11.44,0.00,5.22,5.22,0.00,45.63%,0,0,NIL,0,0,0
82,91,82,Bhavnagar,Mahuva,Rojki,Sau,UG,89.15,99.06,94.14,9.23,9.13,0.10,2.09,1.99,0.10,22.64%,0,0,NIL,0,0,0
77,86,77,Bhavnagar,Palitana,Hanol,Sau,G,86.35,90.1,88.15,5.60,5.43,0.17,1.48,1.31,0.17,26.43%,0,0,NIL,0,0,0
76,80,76,Bhavnagar,Palitana,Kharo,Sau,G,47.5,54.12,51.45,12.24,11.84,0.40,4.09,3.69,0.40,33.42%,0,0,NIL,0,0,0
78,77,78,Bhavnagar,Palitana,Rajawal,Sau,G,50,56.75,52.35,28.21,25.84,2.37,6.55,4.18,2.37,23.22%,0,0,NIL,0,0,0
75,76,75,Bhavnagar,Palitana,Shetrunji,Sau,G,45.17,55.53,51.9,346.48,341.45,5.03,139.46,134.43,5.03,40.25%,0,0,NIL,0,0,0
80,85,80,Bhavnagar,Talaja,Hamirpara,Sau,G,82.6,87.8,82.5,2.02,1.93,0.09,0.08,0.00,0.08,3.96%,0,0,NIL,0,0,0
69,196,69,Bhavnagar,Talaja,Jaspara-Mandva,Sau,UG,30.2,40.25,35.95,3.72,3.18,0.54,1.59,1.05,0.54,42.74%,0,0,NIL,0,0,0
79,88,79,Bhavnagar,Talaja,Pingli,Sau,G,45.2,51.3,48.1,2.11,1.84,0.27,0.76,0.49,0.27,36.02%,0,0,NIL,0,0,0
67,82,67,Bhavnagar,Umrala,Ranghola,Sau,G,53.35,62.5,59.61,36.81,36.81,0.00,13.30,13.30,0.00,36.13%,0,0,NIL,0,0,0
59,1,59,Botad,Barwala,Khambhada,Sau,G,48.3,50.35,49.3,4.41,3.48,0.93,2.08,1.15,0.93,47.17%,0,0,NIL,0,0,0
56,89,56,Botad,Botad,Goma,Sau,UG,120.4,126.5,123.13,15.75,15.12,0.63,4.21,3.58,0.63,26.73%,0,0,NIL,0,0,0
57,87,57,Botad,Botad,Kaniyad,Sau,G,99,102.25,99.65,2.93,2.64,0.29,0.52,0.23,0.29,17.75%,0,0,NIL,0,0,0
55,182,55,Botad,Botad,Sukhbhadar,Sau,G,102,109.2,105.6,41.13,37.57,3.56,14.34,10.78,3.56,34.87%,0,0,NIL,0,0,0
60,92,60,Botad,Gadhada,Bhimdad,Sau,UG,96.32,104.85,100.3,6.79,6.79,0.00,0.12,0.12,0.00,1.77%,0,0,NIL,0,0,0
66,78,66,Botad,Gadhada,Kalubhar,Sau,G,53.72,60.36,56.5,18.14,16.62,1.52,5.62,4.10,1.52,30.98%,0,0,NIL,0,0,0
64,83,64,Botad,Gadhada,Limbali,Sau,G,124.1,128.1,126.7,8.48,6.94,1.54,5.38,3.84,1.54,63.44%,0,0,NIL,0,0,0
65,79,65,Botad,Gadhada,Malpara,Sau,G,73,78.1,72.6,6.90,6.40,0.50,0.39,0.00,0.39,5.65%,0,0,NIL,0,0,0
58,2,58,Botad,Ranpur,Utavali,Sau,G,47.3,49.3,45.9,9.01,6.91,2.10,0.27,0.00,0.27,3.00%,0,0,NIL,0,0,0
14,40,14,Chhotaudepur,Jetpur pavi,Sukhi,CG,G,134,147.82,145.89,173.01,163.22,9.79,128.93,119.14,9.79,74.52%,0,0,WARNING,0,0,0
15,41,15,Chhotaudepur,Kawant,Rami,CG,UG,184,196.35,188.1,4.55,4.49,0.06,0.50,0.44,0.06,10.99%,0,0,NIL,0,0,0
26,23,26,Dahod,Devgadh baria,WNKL.-BHEY,CG,UG,214.9,223.57,217.54,13.30,11.69,1.61,3.62,2.01,1.61,27.22%,0,0,NIL,0,0,0
25,25,25,Dahod,Dhanpur,Edalwada,CG,FG,228.5,237.3,232.6,14.08,13.28,0.80,4.14,3.34,0.80,29.40%,0,0,NIL,0,0,0
21,18,21,Dahod,Garbada,Patadungari,CG,UG,160.02,170.84,166.51,41.05,39.62,1.41,15.05,13.64,1.41,36.66%,0,0,NIL,0,0,0
22,24,22,Dahod,Limkheda,Umaria,CG,UG,270.93,280,272,13.54,11.67,1.87,2.40,0.53,1.87,17.73%,0,0,NIL,0,0,0
23,16,23,Dahod,Singvad,Hadaf,CG,G,161.5,166.2,163.9,22.09,17.27,4.82,11.77,6.95,4.82,53.28%,0,0,NIL,0,0,0
24,22,24,Dahod,Singvad,Kabutari,CG,UG,180.6,186.3,183.5,9.58,8.07,1.51,4.41,2.90,1.51,46.03%,0,0,NIL,0,0,0
17,26,17,Dahod,Zalod,Kali - II,CG,UG,250,257,250.5,14.52,10.91,3.61,4.02,0.41,3.61,27.69%,0,0,NIL,0,0,0
18,21,18,Dahod,Zalod,Machchhanala,CG,UG,271.31,277.64,273.9,27.75,21.82,5.93,11.69,5.76,5.93,42.13%,0,0,NIL,0,0,0
137,123,137,DevbhumiDwarka,Bhanvad,Kabarka,Sau,UG,92.2,96.85,88.9,4.30,4.06,0.24,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
131,195,131,DevbhumiDwarka,Bhanvad,Minsar (V),Sau,UG,85.5,91.8,83.3,5.85,5.54,0.31,0.10,0.00,0.10,1.71%,0,0,NIL,0,0,0
141,115,141,DevbhumiDwarka,Bhanvad,Sonmati,Sau,FG,72,78.5,69.4,7.40,7.09,0.31,0.02,0.00,0.02,0.27%,0,0,NIL,0,0,0
138,100,138,DevbhumiDwarka,Bhanvad,Vartu-I,Sau,UG,32,39.01,30.5,11.83,11.59,0.24,0.04,0.00,0.04,0.34%,0,0,NIL,0,0,0
142,109,142,DevbhumiDwarka,Bhanvad,Vartu-II,Sau,G,31.75,39.95,32.8,25.60,24.03,1.57,2.31,0.74,1.57,9.02%,0,0,NIL,0,0,0
139,118,139,DevbhumiDwarka,Bhanvad,Veradi,Sau,UG,80,85.15,79.4,6.42,6.31,0.11,0.10,0.00,0.10,1.56%,0,0,NIL,0,0,0
140,194,140,DevbhumiDwarka,Bhanvad,Veradi-II,Sau,UG,57.6,65.4,58.9,9.79,9.57,0.22,0.61,0.39,0.22,6.23%,0,0,NIL,0,0,0
147,95,147,DevbhumiDwarka,Jamkalyanpur,Sani,Sau,G,13.65,17.25,9.25,39.02,32.18,6.84,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
146,117,146,DevbhumiDwarka,Jamkalyanpur,Shedhabhadthari,Sau,UG,28,32.5,23.9,5.62,4.99,0.63,0.01,0.00,0.01,0.18%,0,0,NIL,0,0,0
145,104,145,DevbhumiDwarka,Jamkhambhalia,Gadhaki,Sau,UG,25.1,30,22.7,9.34,9.14,0.20,0.01,0.00,0.01,0.11%,0,0,NIL,0,0,0
149,97,149,DevbhumiDwarka,Jamkhambhalia,Ghee,Sau,UG,34.44,40.54,37.35,10.97,10.89,0.08,2.54,2.46,0.08,23.15%,0,0,NIL,0,0,0
148,122,148,DevbhumiDwarka,Kalyanpur,Sindhani,Sau,UG,13,16.35,7.32,8.73,7.96,0.77,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
89,127,89,Gir Somnath,Gir-Gadhada,Machhundri,Sau,UG,99.5,109.5,103.6,31.84,26.70,5.14,11.23,6.09,5.14,35.27%,0,0,NIL,0,0,15
88,126,88,Gir Somnath,Gir-Gadhada,Raval,Sau,G,129.85,148.85,142.955,26.73,24.00,2.73,15.01,12.28,2.73,56.15%,0,0,NIL,0,0,0
90,124,90,Gir Somnath,Gir-Gadhada,Shingoda,Sau,G,122.78,141.58,133.33,36.40,36.07,0.33,8.18,7.85,0.33,22.47%,0,0,NIL,0,0,0
92,125,92,Gir Somnath,Talala,Hiran-II,Sau,G,62.42,71.26,66.43,38.58,35.02,3.56,12.26,8.70,3.56,31.78%,0,0,NIL,0,0,0
164,106,164,Jamnagar,Dhrol,Und-II,Sau,G,14.5,18.25,12.15,37.12,32.87,4.25,0.55,0.00,0.55,1.48%,0,0,NIL,0,0,0
132,99,132,Jamnagar,Jamjodhpur,Dia-Minsar,Sau,UG,71.5,75.4,71.72,11.11,8.87,2.24,2.65,0.41,2.24,23.85%,0,0,NIL,0,0,0
126,110,126,Jamnagar,Jamjodhpur,Fulzar (KB),Sau,G,88.4,95.85,92.05,18.03,16.28,1.75,5.67,3.92,1.75,31.45%,0,0,NIL,0,0,0
128,103,128,Jamnagar,Jamjodhpur,Umiyasagar,Sau,G,68,71.05,67.2,1.55,1.37,0.18,0.27,0.09,0.18,17.42%,0,0,NIL,0,0,0
160,107,160,Jamnagar,Jamnagar,Kankavati,Sau,G,26.5,30.5,25.95,6.82,6.39,0.43,0.24,0.00,0.24,3.52%,0,0,NIL,0,0,0
156,108,156,Jamnagar,Jamnagar,Rangmati,Sau,G,38.5,43.2,36.2,3.36,3.20,0.16,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
157,105,157,Jamnagar,Jamnagar,Ruparel,Sau,UG,45.05,48.2,45.7,4.27,3.74,0.53,0.96,0.43,0.53,22.48%,0,0,NIL,0,0,0
158,114,158,Jamnagar,Jamnagar,Sapada,Sau,UG,27.13,32.77,28.43,5.56,5.27,0.29,0.73,0.44,0.29,13.13%,0,0,NIL,0,0,0
163,94,163,Jamnagar,Jamnagar,Und-I,Sau,G,90.1,98,93.57,69.05,65.95,3.10,19.12,16.02,3.10,27.69%,0,0,NIL,0,0,0
159,101,159,Jamnagar,Jamnagar,Vijarkhi,Sau,UG,22.86,30.47,27.28,9.70,9.70,0.00,3.12,3.12,0.00,32.16%,0,0,NIL,0,0,0
155,206,155,Jamnagar,Jamnagar,Wagadiya,Sau,UG,60.2,62.05,58.4,2.27,1.25,1.02,0.40,0.00,0.40,17.62%,0,0,NIL,0,0,0
162,119,162,Jamnagar,Jamnagar,Wodisang,Sau,UG,72.7,76.5,71.64,7.85,5.58,2.27,1.56,0.00,1.56,19.87%,0,0,NIL,0,0,0
174,111,174,Jamnagar,Jodiya,Aji-IV,Sau,G,14.45,20.4,12,39.83,37.49,2.34,0.37,0.00,0.37,0.93%,0,0,NIL,0,0,0
127,98,127,Jamnagar,Kalavad,Fulzar-I,Sau,UG,17.98,24.69,20.89,11.36,11.22,0.14,1.62,1.48,0.14,14.26%,0,0,NIL,0,0,0
121,113,121,Jamnagar,Kalavad,Phophal-II,Sau,UG,125,129.33,123.95,6.13,5.89,0.24,0.07,0.00,0.07,1.14%,0,0,NIL,0,0,0
161,121,161,Jamnagar,Kalavad,Und-III,Sau,UG,106.6,110.6,107.38,4.69,3.89,0.80,1.18,0.38,0.80,25.16%,0,0,NIL,0,0,0
150,116,150,Jamnagar,Lalpur,Fulzar-II,Sau,UG,47.55,52.12,45.4,3.10,2.83,0.27,0.09,0.00,0.09,2.90%,0,0,NIL,0,0,0
151,102,151,Jamnagar,Lalpur,Puna,Sau,UG,19.81,24.39,22.69,7.83,7.77,0.06,3.15,3.09,0.06,40.23%,0,0,NIL,0,0,0
152,120,152,Jamnagar,Lalpur,Rupavati,Sau,UG,72.75,77.3,70.05,2.76,2.63,0.13,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
153,96,153,Jamnagar,Lalpur,Sasoi,Sau,UG,22.25,28.95,26.21,37.97,37.97,0.00,13.07,13.07,0.00,34.42%,0,0,NIL,0,0,0
154,205,154,Jamnagar,Lalpur,Sasoi-II,Sau,UG,100,104.4,97.85,2.43,2.02,0.41,0.26,0.00,0.26,10.70%,0,0,NIL,0,0,0
97,139,97,Junagadh,Bhesan,Mota-Gujariya,Sau,UG,132.77,140.02,137.26,7.64,7.55,0.09,2.38,2.29,0.09,31.15%,0,0,NIL,0,0,0
101,128,101,Junagadh,Bhesan,Uben,Sau,UG,100.61,107.61,102.58,16.20,15.60,0.60,2.12,1.52,0.60,13.09%,0,0,NIL,0,0,0
102,131,102,Junagadh,Junagadh,Hasanapur,Sau,UG,137.77,148.13,145.54,8.40,8.19,0.21,5.15,4.94,0.21,61.31%,0,0,NIL,0,0,0
98,132,98,Junagadh,Junagadh,Ozat-II,Sau,G,72.5,77.5,75.14,36.20,27.71,8.49,20.10,11.61,8.49,55.52%,0,0,NIL,0,0,0
105,133,105,Junagadh,Maliya Hatina,Vrajmi,Sau,G,84.6,94,84.6,10.35,10.10,0.25,0.25,0.00,0.25,2.42%,0,0,NIL,0,0,0
106,136,106,Junagadh,Manavadar,Bantva-Kharo,Sau,G,13.8,16.25,13.74,6.68,5.76,0.92,0.86,0.00,0.86,12.87%,0,0,NIL,0,0,0
91,140,91,Junagadh,Mendarda,Hiran-I,Sau,UG,31.24,44.2,37.52,20.22,19.64,0.58,5.79,5.21,0.58,28.64%,0,0,NIL,0,0,0
103,129,103,Junagadh,Mendarda,Madhuvanti,Sau,UG,149.65,165.19,160.94,11.65,11.30,0.35,4.96,4.61,0.35,42.58%,0,0,NIL,0,0,0
99,137,99,Junagadh,Vanthali,Ozat-Weir,Sau,G,29.8,32.8,32.3,1.95,1.88,0.07,1.39,1.31,0.07,71.28%,0,0,WARNING,0,0,0
100,138,100,Junagadh,Vanthali,Ozat-Weir(Vanthali),Sau,G,25,27.5,25.95,1.79,1.54,0.25,0.64,0.39,0.25,35.75%,0,0,NIL,0,0,0
104,198,104,Junagadh,Vanthali,Sabali,Sau,G,39.05,43.75,39.78,7.20,6.14,1.06,1.18,0.12,1.06,16.39%,0,0,NIL,0,0,0
94,134,94,Junagadh,Visavadar,Ambajal,Sau,G,171.8,182.31,177.05,10.55,9.60,0.95,3.69,2.74,0.95,34.98%,0,0,NIL,0,0,0
95,135,95,Junagadh,Visavadar,Draphad,Sau,G,117.5,124,121.05,9.62,9.29,0.33,3.25,2.92,0.33,33.78%,0,0,NIL,0,0,0
96,141,96,Junagadh,Visavadar,Jhanjeshri,Sau,UG,140.15,149.96,145.55,10.03,9.79,0.24,3.20,2.96,0.24,31.90%,0,0,NIL,0,0,0
93,130,93,Junagadh,Visavadar,Prempara,Sau,UG,120.5,127.5,116.97,1.33,1.27,0.06,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
201,60,201,Kachchh,Abdasa,Berachia,Kutch,UG,65.7,70.4,68.7,6.86,5.51,1.35,4.30,2.95,1.35,62.68%,0,0,NIL,0,0,0
199,58,199,Kachchh,Abdasa,Jangdia,Kutch,UG,34.7,38.6,35,9.04,6.85,2.19,2.42,0.23,2.19,26.77%,0,0,NIL,0,0,0
202,52,202,Kachchh,Abdasa,Kankawati,Kutch,UG,123.74,131.67,127.47,10.51,9.83,0.68,2.72,2.04,0.68,25.88%,0,0,NIL,0,0,0
200,64,200,Kachchh,Abdasa,Mitti,Kutch,UG,14.45,18.65,16.4,20.24,16.27,3.96,8.88,4.91,3.96,43.87%,0,0,NIL,0,0,0
206,45,206,Kachchh,Anjar,Tappar,Kutch,G,29.87,40.85,39.14,49.03,48.79,0.24,32.85,32.61,0.24,67.00%,0,0,NIL,75,0,0
191,54,191,Kachchh,Bhuj,Kaila,Kutch,UG,65.24,79.25,65.24,8.54,8.54,0.00,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
189,56,189,Kachchh,Bhuj,Kaswati,Kutch,UG,43.89,51.2,43.89,8.20,7.96,0.24,0.24,0.00,0.24,2.93%,0,0,NIL,0,0,0
190,48,190,Kachchh,Bhuj,Rudramata,Kutch,UG,54.55,66.44,53,59.92,54.97,4.95,2.63,0.00,2.63,4.39%,0,0,NIL,0,0,0
198,46,198,Kachchh,Lakhpat,Godhatad,Kutch,UG,16.35,23,20.4,13.99,12.69,1.30,7.04,5.74,1.30,50.32%,0,0,NIL,0,0,0
196,49,196,Kachchh,Lakhpat,Nara,Kutch,UG,18.28,27.43,23,39.70,38.21,1.49,11.24,9.75,1.49,28.31%,0,0,NIL,0,0,0
197,47,197,Kachchh,Lakhpat,Sanandro,Kutch,UG,51.2,59.75,53.5,10.35,10.10,0.25,1.02,0.77,0.25,9.86%,0,0,NIL,0,0,0
203,63,203,Kachchh,Mandvi,Don,Kutch,UG,44.6,47.75,46,2.28,1.39,0.89,1.44,0.55,0.89,63.16%,0,0,NIL,0,0,0
204,57,204,Kachchh,Mundra,Gajod,Kutch,UG,82.3,90.85,84.8,7.71,7.37,0.34,1.08,0.74,0.34,14.01%,0,0,NIL,0,0,0
205,62,205,Kachchh,Mundra,Kalaghogha,Kutch,UG,31.5,37,36.3,4.98,4.26,0.72,4.20,3.48,0.72,84.34%,0,0,ALERT,0,0,0
193,51,193,Kachchh,Nakhatrana,Bhukhi,Kutch,UG,62.05,73,62.6,15.58,14.58,1.00,1.23,0.23,1.00,7.89%,0,0,NIL,0,0,0
195,61,195,Kachchh,Nakhatrana,Gajansar,Kutch,UG,26.21,30,26.5,5.98,3.90,2.08,2.34,0.26,2.08,39.13%,0,0,NIL,0,0,0
194,53,194,Kachchh,Nakhatrana,Mathal,Kutch,UG,73.44,83.18,73.44,12.29,11.19,1.10,1.11,0.01,1.10,9.03%,0,0,NIL,0,0,0
192,50,192,Kachchh,Nakhatrana,Niruna,Kutch,UG,34.44,43.58,33.7,27.17,22.98,4.19,3.20,0.00,3.20,11.78%,0,0,NIL,0,0,0
187,59,187,Kachchh,Rapar,Fatehgadh,Kutch,UG,19.5,22.7,21.6,4.04,3.99,0.05,1.68,1.63,0.05,41.58%,0,0,NIL,0,0,0
188,55,188,Kachchh,Rapar,Suvi,Kutch,UG,38.1,42.67,40.2,8.85,8.13,0.71,2.58,1.87,0.71,29.15%,0,0,NIL,0,0,0
42,202,42,Kheda,Kapadvanj,Varansi,CG,G,78,81,78.74,3.18,2.62,0.56,0.89,0.33,0.56,27.99%,0,0,NIL,0,0,0
32,13,32,Mahesana,Satlasana,Dharoi,NG,G,175.87,189.59,183.695,813.14,745.63,67.51,326.37,258.86,67.51,40.14%,0,0,NIL,0,0,0
28,12,28,Mahisagar,Balasinor,Wanakbori,CG,UG,60.05,67.3,67.05,41.88,36.22,5.66,40.12,34.46,5.66,95.80%,0,0,NIL,300,800,208.5
19,17,19,Mahisagar,Kadana,Kadana,CG,G,99.06,127.71,117.88,1249.30,1191.70,57.60,459.67,402.07,57.60,36.79%,0,0,NIL,285,800,0
20,19,20,Mahisagar,Khanpur,Bhadar (P),CG,G,110.95,123.72,115.55,30.95,29.23,1.72,6.48,4.76,1.72,20.94%,0,0,NIL,0,0,10
27,14,27,Mahisagar,Lunawada,Panam,CG,G,106.68,127.41,122.85,578.19,552.97,25.22,319.13,293.91,25.22,55.19%,0,0,NIL,0,0,0
184,189,184,Morbi,Halvad,Brahmani,Sau,UG,56.39,64.62,60.2,58.33,56.29,2.04,15.05,13.01,2.04,25.80%,0,0,NIL,0,0,0
185,200,185,Morbi,Halvad,Brahmani-II,Sau,G,39.15,44.5,40.4,19.80,18.50,1.30,3.24,1.94,1.30,16.36%,0,0,NIL,0,0,0
177,112,177,Morbi,Morbi,Demi - III,Sau,G,21.65,25.6,19.35,9.60,8.47,1.13,0.26,0.00,0.26,2.71%,0,0,NIL,0,0,0
182,166,182,Morbi,Morbi,Ghodadhroi,Sau,G,93.12,98.3,92.55,6.88,5.55,1.33,1.00,0.00,1.00,14.53%,0,0,NIL,0,0,0
181,150,181,Morbi,Morbi,Machchhu-II,Sau,G,47.24,57.3,47.64,87.90,84.10,3.80,4.52,0.72,3.80,5.14%,0,0,NIL,0,0,0
183,203,183,Morbi,Morbi,Machchhu-III,Sau,G,22.35,28.7,28.61,7.99,6.46,1.53,7.83,6.30,1.53,98.00%,0,0,HIGHALERT,0,0,0
173,178,173,Morbi,Tankara,Bangawadi,Sau,FG,36.36,42.65,36.32,7.67,7.58,0.09,0.09,0.00,0.09,1.17%,0,0,NIL,0,0,0
175,172,175,Morbi,Tankara,Demi - I,Sau,FG,53.34,60.35,54.81,22.17,22.10,0.07,1.53,1.46,0.07,6.90%,0,0,NIL,0,0,0
176,164,176,Morbi,Tankara,Demi - II,Sau,G,42,48,45,21.33,19.91,1.42,6.10,4.68,1.42,28.60%,0,0,NIL,0,0,0
180,158,180,Morbi,Wankaner,Machchhu - I,Sau,UG,122.53,135.33,128.94,68.95,68.95,0.00,14.70,14.70,0.00,21.32%,0,0,NIL,0,0,0
13,6,13,Narmada,Nandod,Karjan,SG,G,78,115.25,104.58,538.75,514.65,24.10,282.37,258.27,24.10,52.41%,0,0,NIL,0,429,0
5,8,5,Narmada,Sagbara,Chopadvav,SG,FG,176.4,187.4,177.8,7.18,7.18,0.00,0.10,0.10,0.00,1.39%,0,0,NIL,0,0,0
6,11,6,Narmada,Sagbara,Kakdi-Amba,SG,FG,177.21,187.71,180,7.31,7.29,0.02,0.59,0.57,0.02,8.07%,0,0,NIL,0,0,0
2,43,2,Navsari,Vansada,Jhuj,SG,UG,147,167.5,155.85,28.65,27.58,1.07,4.68,3.61,1.07,16.34%,0,0,NIL,0,0,0
3,44,3,Navsari,Vansada,Kelia,SG,UG,98.1,113.4,101.85,19.98,19.23,0.75,1.26,0.51,0.75,6.31%,0,0,NIL,0,0,0
29,20,29,Panchmahal,Ghoghamba,Karad,CG,FG,123.44,140.08,133.8,42.45,40.06,2.39,16.68,14.29,2.39,39.29%,0,0,NIL,0,0,0
16,15,16,Panchmahal,Halol,Deo,CG,G,80,89.65,86.58,67.95,61.35,6.59,33.85,27.26,6.59,49.82%,0,0,NIL,0,0,0
107,145,107,Porbandar,Kutiyana,Amipur,Sau,G,3.35,5.64,3.35,30.00,28.85,1.15,1.15,0.00,1.15,3.83%,0,0,NIL,0,0,0
136,146,136,Porbandar,Kutiyana,Kalindri,Sau,UG,45.82,52.23,47.03,7.22,6.50,0.72,1.17,0.45,0.72,16.20%,0,0,NIL,0,0,0
130,199,130,Porbandar,Kutiyana,Saran,Sau,G,33.5,37,32,1.69,1.62,0.07,0.00,0.00,0.00,0.00%,0,0,NIL,0,0,0
144,147,144,Porbandar,Porbandar,Advana,Sau,UG,20.15,24,15.87,2.61,2.21,0.40,0.01,0.00,0.01,0.38%,0,0,NIL,0,0,0
143,144,143,Porbandar,Porbandar,Sorthi,Sau,UG,89.75,95.5,86.3,8.46,7.01,1.45,0.20,0.00,0.20,2.36%,0,0,NIL,0,0,0
134,143,134,Porbandar,Ranavav,Khambhala,Sau,UG,29.26,39.63,36.48,15.37,15.33,0.04,6.40,6.36,0.04,41.64%,0,0,NIL,0,0,0
133,142,133,Porbandar,Ranavav,Phodarness,Sau,UG,82.3,93.57,89.63,23.65,22.26,1.39,12.41,11.02,1.39,52.47%,0,0,NIL,0,0,0
135,204,135,Porbandar,Ranavav,Rana Khirasara,Sau,G,28.52,36.75,31.7,4.02,3.97,0.05,0.64,0.59,0.05,15.92%,0,0,NIL,0,0,0
123,149,123,Rajkot,Dhoraji,Bhadar - II,Sau,G,45.44,53.1,51.9,49.00,41.85,7.15,38.92,31.77,7.15,79.43%,0,0,WARNING,0,0,0
